#trait_category	trait	trait_name	family	geno	covar	geno_covar	geno_delta	n_variables	WB_test_P	is_significant_in_WB
Cognitive_function	BIN_FC10020171	FI4 : positional arithmetic	binomial	0.52089607164189	0.554648293733333	0.558209815975828	0.00356152224249451	136	0.00300053551867733	FALSE
T1_structural_brain_MRI	INI25011	Vol. of thalamus (L)	gaussian	0.0246005903515077	0.270286391066776	0.292894471293918	0.0226080802271417	1328	0.00306073990803544	FALSE
Diffusion_brain_MRI	INI25536	WA MD in tract superior longitudinal fasciculus (L)	gaussian	0.0272938104076038	0.119424820733828	0.146315907326803	0.0268910865929753	1809	0.00315819842596818	FALSE
Disease_outcome	HC62	Tuberculosis (tb)	binomial	0.453711447093669	0.700621207864921	0.699413820903609	-0.00120738696131151	2	0.0032153896288638	FALSE
Digestive_health	INI21060	Degree bothered by feeling tired all the time in the last 3 months	gaussian	0.00164242825813216	0.0217379895531749	0.0228937055501067	0.00115571599693183	1526	0.00330303613725754	FALSE
T1_structural_brain_MRI	INI25808	Vol. of grey matter in Inferior Temporal Gyrus, anterior division (L)	gaussian	0.00013081687856227	0.0974361380017364	0.0969650797598146	-0.000471058241921743	70	0.00357361174864679	FALSE
Lifestyle_and_environment	QT_FC10003466	Time from waking to first cigarette	gaussian	0.00594976237268126	0.00575726150255481	0.00930516541061009	0.00354790390805528	86	0.00364486391494735	FALSE
T1_structural_brain_MRI	INI25875	Vol. of grey matter in Supracalcarine Cortex (R)	gaussian	0.01073750514468	0.0743418627623264	0.0845068114769896	0.0101649487146632	527	0.00367674749402936	FALSE
T1_structural_brain_MRI	INI25911	Vol. of grey matter in VIIIa Cerebellum (R)	gaussian	0.0124852559886511	0.0946515920019023	0.107689310219124	0.0130377182172214	694	0.00405173289763033	FALSE
Diet_by_24-hour_recall	BIN102080	Yogurt/ice-cream consumers	binomial	0.510414971634096	0.574321042474298	0.575120516709381	0.000799474235082753	142	0.00414126166417003	FALSE
T1_structural_brain_MRI	INI25908	Vol. of grey matter in VIIb Cerebellum (R)	gaussian	0.0200687843566525	0.096713897789344	0.116916428456776	0.0202025306674319	673	0.00438509552178846	FALSE
T1_structural_brain_MRI	INI25883	Vol. of grey matter in Putamen (R)	gaussian	0.0424295604941066	0.0391543804995487	0.0773581167749717	0.038203736275423	562	0.00444245025759853	FALSE
Blood_assays	INI23006	EA-D antigen for Epstein-Barr Virus	gaussian	0.0128325895350985	0.0132885417056732	0.0239249144018338	0.0106363726961606	146	0.00484979563367341	FALSE
Disease_outcome	HC205	Endometriosis	binomial	0.523531716317156	0.798380498491241	0.799271913042697	0.000891414551456582	211	0.00487280485448514	FALSE
Diffusion_brain_MRI	INI25063	Mean FA in corticospinal tract on FA skeleton (L)	gaussian	0.00111192577876476	0.0554601353138761	0.0545363398416011	-0.000923795472274974	770	0.00489352705406447	FALSE
T1_structural_brain_MRI	INI25907	Vol. of grey matter in Vermis VIIb Cerebellum	gaussian	0.0222756539652938	0.0594304894216138	0.0792699323079063	0.0198394428862925	718	0.00496930091980806	FALSE
T1_structural_brain_MRI	INI25015	Vol. of putamen (L)	gaussian	0.0241958637239433	0.236803541921592	0.255308105775211	0.0185045638536185	747	0.00497483333198483	FALSE
Diffusion_brain_MRI	INI25381	Mean ICVF in cingulum hippocampus on FA skeleton (L)	gaussian	0.0361947906635865	0.0432396829287053	0.078345321276412	0.0351056383477067	1153	0.00513797321817581	FALSE
T1_structural_brain_MRI	INI25864	Vol. of grey matter in Central Opercular Cortex (L)	gaussian	0.00592802307482735	0.179579473146631	0.185078581594035	0.00549910844740384	194	0.00532096307405376	FALSE
Biomarkers	INI10030680	Calcium	gaussian	0.0717439462504386	1.08973664956325e-08	0.0718019427411815	0.071801931843815	9918	0.00532437579510799	FALSE
Disease_outcome	HC1095	TTE femoral hernia	binomial	0.553895822014541	0.611991548115489	0.616413456015268	0.0044219078997787	12	0.00543195618207555	FALSE
Lifestyle_and_environment	INI1130	Hands-free device/speakerphone use with mobile phone in last 3 month	gaussian	0.000565488484869513	0.0537360401204183	0.0540987880922455	0.000362747971827219	104	0.00554561411581816	FALSE
Diffusion_brain_MRI	INI25647	WA L3 in tract superior thalamic radiation (R)	gaussian	0.00831488053864263	0.109220108352692	0.113738244514037	0.00451813616134562	1510	0.00575743504296141	FALSE
Health_and_medical_history	BIN_FC4006148	Eye problems/disorders Cataract	binomial	0.515231927315365	0.73038075268703	0.730539769629052	0.000159016942022472	1	0.00587924628386582	FALSE
Disease_outcome	HC1253	TTE other disorders of muscle	binomial	0.531228871137863	0.573521662089681	0.57567708679894	0.00215542470925911	1	0.00605952313716777	FALSE
Disease_outcome	HC1329	TTE redundant prepuce, phimosis and paraphimosis	binomial	0.536796959331199	0.782496854267114	0.7871294685385	0.00463261427138595	14	0.00638215774040635	FALSE
Disease_outcome	HC548	TTE mumps	binomial	0.525513976599498	0.600977596622575	0.602161320607924	0.00118372398534872	22	0.00713359070803372	FALSE
Eye_measures	INI5262	Intra-ocular pressure, corneal-compensated (L)	gaussian	0.015676195047648	0.0216272609159908	0.036613992952472	0.0149867320364812	1166	0.0073151243199209	FALSE
T1_structural_brain_MRI	INI25902	Vol. of grey matter in Crus I Cerebellum (R)	gaussian	0.0442888904686731	0.154377977475707	0.198088517282599	0.0437105398068918	2371	0.00775480660321071	FALSE
T1_structural_brain_MRI	INI25834	Vol. of grey matter in Subcallosal Cortex (L)	gaussian	0.027949791562475	0.162068083330764	0.191756901062007	0.0296888177312425	1978	0.00813462011385324	FALSE
Diffusion_brain_MRI	INI25091	Mean FA in cingulum cingulate gyrus on FA skeleton (L)	gaussian	0.0122923791497111	0.0818826934972985	0.0951129652187274	0.0132302717214289	895	0.00830110488573324	FALSE
Blood_assays	INI23041	OMP antigen for Helicobacter pylori	gaussian	0.00438717804370891	0.00913972718039727	0.00252886775767994	-0.00661085942271733	82	0.00838798314929713	FALSE
T1_structural_brain_MRI	INI25815	Vol. of grey matter in Postcentral Gyrus (R)	gaussian	0.00317130919693527	0.0959771472912692	0.0991043817594629	0.00312723446819367	660	0.00861509135333158	FALSE
T1_structural_brain_MRI	INI25915	Vol. of grey matter in IX Cerebellum (L)	gaussian	0.0335241985924168	0.0378217171203877	0.0694912922995476	0.0316695751791599	1245	0.00867394014277375	FALSE
Diffusion_brain_MRI	INI25549	WA MO in tract parahippocampal part of cingulum (R)	gaussian	0.000137251905295467	0.0213397160159336	0.0214077868198389	6.8070803905286e-05	9	0.00867858937735067	FALSE
Diffusion_brain_MRI	INI25646	WA L3 in tract superior thalamic radiation (L)	gaussian	0.0153793728549829	0.115480111949766	0.129992372131326	0.01451226018156	855	0.00880287998391636	FALSE
Diffusion_brain_MRI	INI25593	WA L1 in tract superior thalamic radiation (R)	gaussian	0.00614078845799498	0.19797059143639	0.202416434972969	0.0044458435365789	358	0.00880532401260572	FALSE
Disease_outcome	HC222	Arterial embolism	binomial	0.549340088817928	0.734100522270007	0.738423577406651	0.00432305513664388	23	0.00893717676474336	FALSE
T1_structural_brain_MRI	INI25872	Vol. of grey matter in Planum Temporale (L)	gaussian	0.00911429665899509	0.178059959853323	0.18445926977503	0.00639930992170756	2019	0.0093691988064819	FALSE
Disease_outcome	HC966	TTE heart failure	binomial	0.517096980143206	0.738616577682423	0.739407127142254	0.000790549459831036	150	0.00956698276433739	FALSE
T1_structural_brain_MRI	INI25856	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (L)	gaussian	0.0129608091268615	0.187188186459582	0.200772720067091	0.0135845336075088	1533	0.00972496099721743	FALSE
Work_environment	BIN22504	Bring up phlegm/sputum/mucus on most days	binomial	0.522807608240174	0.602335571172874	0.604191865296386	0.00185629412351229	5	0.00994447015174053	FALSE
Disease_outcome	HC198	Hyperparathyroidism	binomial	0.449720416511714	0.662274525845988	0.659785050204413	-0.00248947564157498	2	0.0101007018748116	FALSE
Lifestyle_and_environment	BIN_FC40001468	Cereal type: Muesli	binomial	0.507498180091537	0.549060018928386	0.549488637393538	0.000428618465152297	17	0.0104048080234137	FALSE
Disease_outcome	HC232	Abnormal smear (cervix)	binomial	0.566128083209692	0.775796612184252	0.78577367013369	0.00997705794943793	39	0.0104124386867013	FALSE
Disease_outcome	HC1038	TTE bronchiectasis	binomial	0.531680398813896	0.666081433370039	0.669398479219168	0.00331704584912951	76	0.0104480888197945	FALSE
Disease_outcome	HC125	Anaemia	binomial	0.51440946937694	0.577372418967499	0.578727477620527	0.00135505865302765	13	0.0105491075048527	FALSE
Mental_health	BIN_FC10020523	Never Physical violence by partner or ex-partner as an adult	binomial	0.486769159380417	0.624076036158944	0.624000898922823	-7.5137236120959e-05	1	0.0105743617575291	FALSE
Blood_assays	INI30630	Apolipoprotein A	gaussian	0.141684581362375	0.153540627528423	0.29563399389746	0.142093366369037	16644	0.0106922920610568	FALSE
Mental_health	BIN20532	Did your sleep change?	binomial	0.490544259125493	0.606051923736757	0.605966559543621	-8.53641931360949e-05	1	0.0107411293336729	FALSE
Eye_measures	INI5097	6mm weak meridian (L)	gaussian	0.164514428168063	0.0515864680635367	0.217025185042795	0.165438716979258	8580	0.0107898298442684	FALSE
Disease_outcome	HC812	TTE other demyelinating diseases of central nervous system	binomial	0.552844502280462	0.560108371304864	0.566102077352075	0.00599370604721183	1	0.0109419875404501	FALSE
Health_and_medical_history	BIN_FC8006179	Glucosamine supplements	binomial	0.506329140868621	0.652629829926808	0.65275918445998	0.000129354533172088	24	0.0111615777648022	FALSE
Disease_outcome	HC299	Heart failure/pulmonary odema	binomial	0.518811079712872	0.73689473063848	0.737496746505408	0.000602015866927652	134	0.012037198934421	FALSE
Diffusion_brain_MRI	INI25531	WA MD in tract middle cerebellar peduncle	gaussian	0.000271127989950542	0.0492929909598981	0.0493194671246937	2.64761647955913e-05	1	0.0129029343592	FALSE
Eye_measures	INI5104	3mm strong meridian angle (L)	gaussian	0.00162827495290474	0.00214471534019577	0.00342206950194837	0.00127735416175261	976	0.013248475710481	FALSE
T1_structural_brain_MRI	INI25791	Vol. of grey matter in Inferior Frontal Gyrus, pars triangularis (R)	gaussian	0.00442925267837897	0.0567703619994507	0.0605451142058186	0.00377475220636792	697	0.0134883891762756	FALSE
Eye_measures	INI5264	Corneal hysteresis (L)	gaussian	0.035035203643664	0.0147658930004567	0.0486375641922602	0.0338716711918035	2240	0.0137844183387956	FALSE
T1_structural_brain_MRI	INI25882	Vol. of grey matter in Putamen (L)	gaussian	0.040915730783856	0.0356869028177938	0.0713229309368566	0.0356360281190627	274	0.0139570987107364	FALSE
Health_and_medical_history	BIN3606	Chest pain or discomfort walking normally	binomial	0.516180133239427	0.591078481430125	0.593825619558873	0.00274713812874861	226	0.0140374853009904	FALSE
Health_and_medical_history	BIN_FC15006155	Vitamin C	binomial	0.509460514686988	0.524846227593515	0.523439367174683	-0.00140686041883209	964	0.0142597540744791	FALSE
Eye_measures	INI5134	6mm strong meridian (L)	gaussian	0.164970698032751	0.058304443974963	0.222945397444404	0.164640953469441	8504	0.0148681041799699	FALSE
Blood_assays	INI23030	E6 antigen for Human Papillomavirus type-16	gaussian	0.00326228717459522	0.000834180705162483	0.000254575911620978	-0.000579604793541506	1	0.0148827480396903	FALSE
T1_structural_brain_MRI	INI25827	Vol. of grey matter in Lateral Occipital Cortex, inferior division (R)	gaussian	0.00329262544743079	0.136691447156702	0.139584449482625	0.00289300232592246	1159	0.0150117358120619	FALSE
T1_structural_brain_MRI	INI25874	Vol. of grey matter in Supracalcarine Cortex (L)	gaussian	0.00965349859887101	0.0654291240206326	0.0745233911019919	0.00909426708135927	446	0.0154814278537478	FALSE
T1_structural_brain_MRI	INI25888	Vol. of grey matter in Amygdala (L)	gaussian	0.00875699219268427	0.209031015781714	0.213625017302278	0.00459400152056438	115	0.0156495983476092	FALSE
Eye_measures	INI5096	3mm weak meridian (L)	gaussian	0.160033912174729	0.0458975113978468	0.20828617631159	0.162388664913744	8600	0.0160405981194066	FALSE
Lifestyle_and_environment	INI1319	Dried fruit intake	gaussian	0.00107383734485752	0.0148681628999542	0.0157616669851423	0.000893504085188143	989	0.0161135664643851	FALSE
T1_structural_brain_MRI	INI25795	Vol. of grey matter in Precentral Gyrus (R)	gaussian	0.0127466013906443	0.153496040287326	0.165776234782425	0.012280194495099	1370	0.0161791053371759	FALSE
T1_structural_brain_MRI	INI25013	Vol. of caudate (L)	gaussian	0.0293559634818126	0.116174800424382	0.140782581701625	0.0246077812772431	1055	0.0163982592205684	FALSE
Diffusion_brain_MRI	INI25611	WA L2 in tract inferior longitudinal fasciculus (R)	gaussian	0.0147005910826369	0.109990325511624	0.126059953398022	0.0160696278863986	793	0.0165818359022884	FALSE
Disease_outcome	HC312	Wegners granulmatosis	binomial	0.627365197351177	0.595635326874613	0.661477574516673	0.06584224764206	5	0.0170865000880668	FALSE
T1_structural_brain_MRI	INI25807	Vol. of grey matter in Middle Temporal Gyrus, temporooccipital part (R)	gaussian	0.000672009347946429	0.112641361937561	0.113347612725767	0.000706250788205701	156	0.0173673117866616	FALSE
T1_structural_brain_MRI	INI25916	Vol. of grey matter in Vermis IX Cerebellum	gaussian	0.0346281308967458	0.0318735028228367	0.06556965074865	0.0336961479258133	1369	0.0174196205046043	FALSE
T1_structural_brain_MRI	INI25799	Vol. of grey matter in Superior Temporal Gyrus, anterior division (R)	gaussian	0.00299552551365202	0.0874551759795454	0.0916232725273879	0.00416809654784256	518	0.0175162884281096	FALSE
Disease_outcome	HC371	Bronchitis	binomial	0.520115576477316	0.610392999618964	0.611838836625847	0.00144583700688306	8	0.0175785946325934	FALSE
T1_structural_brain_MRI	INI25854	Vol. of grey matter in Temporal Fusiform Cortex, anterior division (L)	gaussian	0.00553607664677323	0.157951618997192	0.163093510142585	0.00514189114539315	264	0.0178422006967323	FALSE
Diffusion_brain_MRI	INI25665	WA ICVF in tract inferior longitudinal fasciculus (R)	gaussian	0.0484641351084645	0.0496172299301041	0.0991104886977294	0.0494932587676253	1872	0.0178784524433788	FALSE
T1_structural_brain_MRI	INI25894	Vol. of grey matter in I-IV Cerebellum (R)	gaussian	0.0164153934388322	0.096083218104528	0.11238955753474	0.0163063394302118	612	0.018230162066626	FALSE
Disease_outcome	HC918	TTE conductive and sensorineural hearing loss	binomial	0.520001231735527	0.607353131166612	0.607708890305746	0.000355759139133771	3	0.0189871063021885	FALSE
Eye_measures	INI5099	3mm weak meridian (R)	gaussian	0.167523635776602	0.043820638222668	0.213978496665716	0.170157858443048	8983	0.019446296461836	FALSE
Health_and_medical_history	BIN_FC9006179	Calcium supplements	binomial	0.51123709266742	0.727514801247108	0.727685703272234	0.000170902025126263	11	0.0195376783284845	FALSE
Disease_outcome	HC39	Lichen planus	binomial	0.557039108950939	0.608266107480145	0.613675623048532	0.00540951556838709	17	0.0198637500613054	FALSE
Disease_outcome	HC983	TTE arterial embolism and thrombosis	binomial	0.541250519359966	0.724089509986591	0.729039608700656	0.00495009871406549	44	0.0199139819872926	FALSE
Disease_outcome	HC420	Psychological/psychiatric problem	binomial	0.418762951101308	0.598792326372936	0.589663085781923	-0.00912924059101305	3	0.0214874337500714	FALSE
Disease_outcome	HC133	Anal fissure	binomial	0.473001758629534	0.586814156252984	0.58624432282071	-0.000569833432274902	4	0.0216560092186927	FALSE
T1_structural_brain_MRI	INI25898	Vol. of grey matter in Vermis VI Cerebellum	gaussian	0.0270921497238841	0.0662467819806079	0.0900246166580273	0.0237778346774194	612	0.0216682239962124	FALSE
Disease_outcome	HC1148	TTE atopic dermatitis	binomial	0.514431646627978	0.546000180585529	0.550599099262868	0.00459891867733886	257	0.0216782622070323	FALSE
Mental_health	INI20405	Ever had known person concerned about, or recommend reduction of, alcohol consumption	gaussian	0.000153848516356419	0.0233787413592345	0.023434043150492	5.5301791257515e-05	4	0.0217857280078508	FALSE
T1_structural_brain_MRI	INI25012	Vol. of thalamus (R)	gaussian	0.0239069642836936	0.28032141449083	0.30126432444691	0.0209429099560799	1792	0.0223469039105705	FALSE
Disease_outcome	HC715	TTE delirium, not induced by alcohol and other psychoactive substances	binomial	0.534546900465963	0.735891581044475	0.737374405056548	0.00148282401207311	25	0.0229606091999532	FALSE
Disease_outcome	HC45	Mumps / epidemic parotitis	binomial	0.525686018781655	0.580299312576814	0.581442748143232	0.00114343556641749	28	0.0231972714817652	FALSE
T1_structural_brain_MRI	INI25789	Vol. of grey matter in Middle Frontal Gyrus (R)	gaussian	0.0124227654557793	0.0941033358325874	0.105126989859486	0.011023654026899	489	0.0235387520619121	FALSE
T1_structural_brain_MRI	INI25014	Vol. of caudate (R)	gaussian	0.0372882933844714	0.110989014843913	0.145644204314119	0.0346551894702055	1910	0.0240952917520174	FALSE
Diffusion_brain_MRI	INI25638	WA L3 in tract inferior longitudinal fasciculus (R)	gaussian	0.0190995334924827	0.120072034224435	0.14100508552922	0.0209330513047852	825	0.0241654109408972	FALSE
