#associated_score_name	study_stage	sample_set	n	case_n	control_n	broad_ancestral_category	country_of_recruitment	additional_ancestry_description	cohort	additional_sample_cohort_information
GBE_INI1289	Testing	INI1289_test	65598	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI1289	Testing	INI1289_non_british_white	24087	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI1289	Testing	INI1289_s_asian	7034	NA	NA	South Asian	UK		UKB	
GBE_INI1289	Testing	INI1289_african	5840	NA	NA	African unspecified	UK		UKB	
GBE_INI1289	Testing	INI1289_e_asian	1578	NA	NA	East Asian	UK		UKB	
GBE_INI30520	Score development		261693	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30520	Testing	INI30520_test	65536	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30520	Testing	INI30520_non_british_white	24108	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30520	Testing	INI30520_s_asian	7464	NA	NA	South Asian	UK		UKB	
GBE_INI30520	Testing	INI30520_african	6238	NA	NA	African unspecified	UK		UKB	
GBE_INI30520	Testing	INI30520_e_asian	1642	NA	NA	East Asian	UK		UKB	
GBE_QT_FC1001339	Score development		268821	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_QT_FC1001339	Testing	QT_FC1001339_test	67200	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_QT_FC1001339	Testing	QT_FC1001339_non_british_white	24761	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_QT_FC1001339	Testing	QT_FC1001339_s_asian	7428	NA	NA	South Asian	UK		UKB	
GBE_QT_FC1001339	Testing	QT_FC1001339_african	6193	NA	NA	African unspecified	UK		UKB	
GBE_QT_FC1001339	Testing	QT_FC1001339_e_asian	1629	NA	NA	East Asian	UK		UKB	
GBE_INI4100	Score development		103475	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI4100	Testing	INI4100_test	25716	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI4100	Testing	INI4100_non_british_white	10636	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI4100	Testing	INI4100_s_asian	5043	NA	NA	South Asian	UK		UKB	
GBE_INI4100	Testing	INI4100_african	3560	NA	NA	African unspecified	UK		UKB	
GBE_INI4100	Testing	INI4100_e_asian	781	NA	NA	East Asian	UK		UKB	
GBE_INI30060	Score development		262321	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30060	Testing	INI30060_test	65635	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30060	Testing	INI30060_non_british_white	24175	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30060	Testing	INI30060_s_asian	7520	NA	NA	South Asian	UK		UKB	
GBE_INI30060	Testing	INI30060_african	6139	NA	NA	African unspecified	UK		UKB	
GBE_INI30060	Testing	INI30060_e_asian	1655	NA	NA	East Asian	UK		UKB	
GBE_INI20030780	Score development		254652	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI20030780	Testing	INI20030780_test	63670	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI20030780	Testing	INI20030780_non_british_white	23533	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI20030780	Testing	INI20030780_s_asian	7268	NA	NA	South Asian	UK		UKB	
GBE_INI20030780	Testing	INI20030780_african	6003	NA	NA	African unspecified	UK		UKB	
GBE_INI20030780	Testing	INI20030780_e_asian	1578	NA	NA	East Asian	UK		UKB	
GBE_INI10030880	Score development		254809	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI10030880	Testing	INI10030880_test	63699	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI10030880	Testing	INI10030880_non_british_white	23559	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI10030880	Testing	INI10030880_s_asian	7277	NA	NA	South Asian	UK		UKB	
GBE_INI10030880	Testing	INI10030880_african	6011	NA	NA	African unspecified	UK		UKB	
GBE_INI10030880	Testing	INI10030880_e_asian	1577	NA	NA	East Asian	UK		UKB	
GBE_INI23028	Score development		5368	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI23028	Testing	INI23028_test	1275	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI23028	Testing	INI23028_non_british_white	471	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI23028	Testing	INI23028_s_asian	164	NA	NA	South Asian	UK		UKB	
GBE_INI23028	Testing	INI23028_african	119	NA	NA	African unspecified	UK		UKB	
GBE_INI23028	Testing	INI23028_e_asian	41	NA	NA	East Asian	UK		UKB	
GBE_INI23027	Score development		5368	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI23027	Testing	INI23027_test	1275	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI23027	Testing	INI23027_non_british_white	471	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI23027	Testing	INI23027_s_asian	164	NA	NA	South Asian	UK		UKB	
GBE_INI23027	Testing	INI23027_african	119	NA	NA	African unspecified	UK		UKB	
GBE_INI23027	Testing	INI23027_e_asian	41	NA	NA	East Asian	UK		UKB	
GBE_INI20016	Score development		109369	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI20016	Testing	INI20016_test	27171	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI20016	Testing	INI20016_non_british_white	10867	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI20016	Testing	INI20016_s_asian	3933	NA	NA	South Asian	UK		UKB	
GBE_INI20016	Testing	INI20016_african	3281	NA	NA	African unspecified	UK		UKB	
GBE_INI20016	Testing	INI20016_e_asian	716	NA	NA	East Asian	UK		UKB	
GBE_INI10030500	Score development		76456	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI10030500	Testing	INI10030500_test	19352	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI10030500	Testing	INI10030500_non_british_white	7133	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI10030500	Testing	INI10030500_african	2679	NA	NA	African unspecified	UK		UKB	
GBE_INI10030500	Testing	INI10030500_s_asian	2536	NA	NA	South Asian	UK		UKB	
GBE_INI10030500	Testing	INI10030500_e_asian	474	NA	NA	East Asian	UK		UKB	
GBE_INI10030510	Score development		248085	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI10030510	Testing	INI10030510_test	62138	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI10030510	Testing	INI10030510_non_british_white	22873	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI10030510	Testing	INI10030510_s_asian	6960	NA	NA	South Asian	UK		UKB	
GBE_INI10030510	Testing	INI10030510_african	5789	NA	NA	African unspecified	UK		UKB	
GBE_INI10030510	Testing	INI10030510_e_asian	1525	NA	NA	East Asian	UK		UKB	
GBE_INI30030700	Score development		255029	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30030700	Testing	INI30030700_test	63753	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30030700	Testing	INI30030700_non_british_white	23574	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30030700	Testing	INI30030700_s_asian	7288	NA	NA	South Asian	UK		UKB	
GBE_INI30030700	Testing	INI30030700_african	6016	NA	NA	African unspecified	UK		UKB	
GBE_INI30030700	Testing	INI30030700_e_asian	1578	NA	NA	East Asian	UK		UKB	
GBE_INI30720	Score development		257833	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30720	Testing	INI30720_test	64468	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30720	Testing	INI30720_non_british_white	23779	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30720	Testing	INI30720_s_asian	7426	NA	NA	South Asian	UK		UKB	
GBE_INI30720	Testing	INI30720_african	6098	NA	NA	African unspecified	UK		UKB	
GBE_INI30720	Testing	INI30720_e_asian	1617	NA	NA	East Asian	UK		UKB	
GBE_INI1050	Score development		247369	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI1050	Testing	INI1050_test	61863	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI1050	Testing	INI1050_non_british_white	22460	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI1050	Testing	INI1050_s_asian	6295	NA	NA	South Asian	UK		UKB	
GBE_INI1050	Testing	INI1050_african	5250	NA	NA	African unspecified	UK		UKB	
GBE_INI1050	Testing	INI1050_e_asian	1276	NA	NA	East Asian	UK		UKB	
GBE_INI4119	Score development		103563	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI4119	Testing	INI4119_test	25728	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI4119	Testing	INI4119_non_british_white	10633	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI4119	Testing	INI4119_s_asian	5041	NA	NA	South Asian	UK		UKB	
GBE_INI4119	Testing	INI4119_african	3592	NA	NA	African unspecified	UK		UKB	
GBE_INI4119	Testing	INI4119_e_asian	782	NA	NA	East Asian	UK		UKB	
GBE_INI10030530	Score development		247561	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI10030530	Testing	INI10030530_test	62007	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI10030530	Testing	INI10030530_non_british_white	22810	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI10030530	Testing	INI10030530_s_asian	6945	NA	NA	South Asian	UK		UKB	
GBE_INI10030530	Testing	INI10030530_african	5781	NA	NA	African unspecified	UK		UKB	
GBE_INI10030530	Testing	INI10030530_e_asian	1524	NA	NA	East Asian	UK		UKB	
GBE_INI25829	Score development		22320	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI25829	Testing	INI25829_test	5443	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI25829	Testing	INI25829_non_british_white	1739	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI25829	Testing	INI25829_s_asian	329	NA	NA	South Asian	UK		UKB	
GBE_INI25829	Testing	INI25829_african	200	NA	NA	African unspecified	UK		UKB	
GBE_INI25829	Testing	INI25829_e_asian	113	NA	NA	East Asian	UK		UKB	
GBE_INI874	Score development		233328	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI874	Testing	INI874_test	58299	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI874	Testing	INI874_non_british_white	22129	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI874	Testing	INI874_s_asian	6613	NA	NA	South Asian	UK		UKB	
GBE_INI874	Testing	INI874_african	5343	NA	NA	African unspecified	UK		UKB	
GBE_INI874	Testing	INI874_e_asian	1441	NA	NA	East Asian	UK		UKB	
GBE_INI5255	Score development		65229	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI5255	Testing	INI5255_test	16290	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI5255	Testing	INI5255_non_british_white	7821	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI5255	Testing	INI5255_s_asian	3610	NA	NA	South Asian	UK		UKB	
GBE_INI5255	Testing	INI5255_african	3254	NA	NA	African unspecified	UK		UKB	
GBE_INI5255	Testing	INI5255_e_asian	590	NA	NA	East Asian	UK		UKB	
GBE_INI1003064	Score development		247074	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI1003064	Testing	INI1003064_test	61887	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI1003064	Testing	INI1003064_non_british_white	22763	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI1003064	Testing	INI1003064_s_asian	7136	NA	NA	South Asian	UK		UKB	
GBE_INI1003064	Testing	INI1003064_african	5852	NA	NA	African unspecified	UK		UKB	
GBE_INI1003064	Testing	INI1003064_e_asian	1587	NA	NA	East Asian	UK		UKB	
GBE_INI1003063	Score development		247074	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI1003063	Testing	INI1003063_test	61887	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI1003063	Testing	INI1003063_non_british_white	22763	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI1003063	Testing	INI1003063_s_asian	7136	NA	NA	South Asian	UK		UKB	
GBE_INI1003063	Testing	INI1003063_african	5852	NA	NA	African unspecified	UK		UKB	
GBE_INI1003063	Testing	INI1003063_e_asian	1587	NA	NA	East Asian	UK		UKB	
GBE_INI30740	Score development		236666	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30740	Testing	INI30740_test	59031	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30740	Testing	INI30740_non_british_white	21725	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30740	Testing	INI30740_s_asian	6787	NA	NA	South Asian	UK		UKB	
GBE_INI30740	Testing	INI30740_african	5651	NA	NA	African unspecified	UK		UKB	
GBE_INI30740	Testing	INI30740_e_asian	1474	NA	NA	East Asian	UK		UKB	
GBE_INI25867	Score development		22320	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI25867	Testing	INI25867_test	5443	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI25867	Testing	INI25867_non_british_white	1739	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI25867	Testing	INI25867_s_asian	329	NA	NA	South Asian	UK		UKB	
GBE_INI25867	Testing	INI25867_african	200	NA	NA	African unspecified	UK		UKB	
GBE_INI25867	Testing	INI25867_e_asian	113	NA	NA	East Asian	UK		UKB	
GBE_INI25003	Score development		22323	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI25003	Testing	INI25003_test	5445	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI25003	Testing	INI25003_non_british_white	1739	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI25003	Testing	INI25003_s_asian	329	NA	NA	South Asian	UK		UKB	
GBE_INI25003	Testing	INI25003_african	200	NA	NA	African unspecified	UK		UKB	
GBE_INI25003	Testing	INI25003_e_asian	113	NA	NA	East Asian	UK		UKB	
GBE_BIN_FC4006150	Score development		262060	74133	187927	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC4006150	Testing	BIN_FC4006150_test	65564	18574	46990	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC4006150	Testing	BIN_FC4006150_non_british_white	24199	6197	18002	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC4006150	Testing	BIN_FC4006150_african	6259	2457	3802	African unspecified	UK		UKB	
GBE_BIN_FC4006150	Testing	BIN_FC4006150_s_asian	7284	2258	5026	South Asian	UK		UKB	
GBE_BIN_FC4006150	Testing	BIN_FC4006150_e_asian	1636	344	1292	East Asian	UK		UKB	
GBE_HC215	Score development		269704	91884	177820	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC215	Testing	HC215_test	67425	22882	44543	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC215	Testing	HC215_non_british_white	24905	7648	17257	European	UK	non-white British ancestry	UKB	
GBE_HC215	Testing	HC215_s_asian	7831	3161	4670	South Asian	UK		UKB	
GBE_HC215	Testing	HC215_african	6497	2919	3578	African unspecified	UK		UKB	
GBE_HC215	Testing	HC215_e_asian	1704	446	1258	East Asian	UK		UKB	
GBE_BIN_FC10020116	Score development		268823	147638	121185	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC10020116	Testing	BIN_FC10020116_test	67212	37219	29993	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC10020116	Testing	BIN_FC10020116_non_british_white	24816	11638	13178	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC10020116	Testing	BIN_FC10020116_s_asian	7615	6019	1596	South Asian	UK		UKB	
GBE_BIN_FC10020116	Testing	BIN_FC10020116_african	6390	4607	1783	African unspecified	UK		UKB	
GBE_BIN_FC10020116	Testing	BIN_FC10020116_e_asian	1661	1302	359	East Asian	UK		UKB	
GBE_HC932	Score development		269704	67086	202618	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC932	Testing	HC932_test	67425	16689	50736	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC932	Testing	HC932_non_british_white	24905	5400	19505	European	UK	non-white British ancestry	UKB	
GBE_HC932	Testing	HC932_s_asian	7831	2513	5318	South Asian	UK		UKB	
GBE_HC932	Testing	HC932_african	6497	2034	4463	African unspecified	UK		UKB	
GBE_HC932	Testing	HC932_e_asian	1704	298	1406	East Asian	UK		UKB	
GBE_HC273	Score development		269704	60911	208793	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC273	Testing	HC273_test	67425	15118	52307	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC273	Testing	HC273_non_british_white	24905	4864	20041	European	UK	non-white British ancestry	UKB	
GBE_HC273	Testing	HC273_s_asian	7831	2406	5425	South Asian	UK		UKB	
GBE_HC273	Testing	HC273_african	6497	1956	4541	African unspecified	UK		UKB	
GBE_HC273	Testing	HC273_e_asian	1704	259	1445	East Asian	UK		UKB	
GBE_HC700	Score development		269704	55447	214257	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC700	Testing	HC700_test	67425	13783	53642	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC700	Testing	HC700_non_british_white	24905	4635	20270	European	UK	non-white British ancestry	UKB	
GBE_HC700	Testing	HC700_s_asian	7831	2630	5201	South Asian	UK		UKB	
GBE_HC700	Testing	HC700_african	6497	1165	5332	African unspecified	UK		UKB	
GBE_HC700	Testing	HC700_e_asian	1704	243	1461	East Asian	UK		UKB	
GBE_BIN_FC5006152	Score development		245788	64021	181767	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC5006152	Testing	BIN_FC5006152_test	61525	16014	45511	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC5006152	Testing	BIN_FC5006152_non_british_white	22705	5888	16817	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC5006152	Testing	BIN_FC5006152_african	5863	1664	4199	African unspecified	UK		UKB	
GBE_BIN_FC5006152	Testing	BIN_FC5006152_s_asian	6933	1629	5304	South Asian	UK		UKB	
GBE_BIN_FC5006152	Testing	BIN_FC5006152_e_asian	1575	656	919	East Asian	UK		UKB	
GBE_BIN_FC1001747	Score development		269201	31050	238151	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC1001747	Testing	BIN_FC1001747_test	67286	7914	59372	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC1001747	Testing	BIN_FC1001747_non_british_white	24865	2765	22100	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC1001747	Testing	BIN_FC1001747_s_asian	7652	11	7641	South Asian	UK		UKB	
GBE_BIN_FC1001747	Testing	BIN_FC1001747_african	6395	1	6394	African unspecified	UK		UKB	
GBE_BIN_FC10006152	Score development		269382	64021	205361	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
