associated_score_name	sample_set	trait_name	AUROC	R2	other_mterics	covariates
GBE_BIN_FC1006148	BIN_FC1006148_test	Eye problems/disorders Diabetic eye disease	0.57814 [0.55078, 0.60550]		Nagelkerke's R2 = 0.00926, Tjur's R2 = 0.00181	
GBE_BIN_FC1006148	BIN_FC1006148_test	Eye problems/disorders Diabetic eye disease	0.69853 [0.67583, 0.72122]		Incremental AUROC (full-covars) = 0.01792, Nagelkerke's R2 = 0.05279, Tjur's R2 = 0.00997	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006148	BIN_FC1006148_non_british_white	Eye problems/disorders Diabetic eye disease	0.59030 [0.54859, 0.63200]		Nagelkerke's R2 = 0.01281, Tjur's R2 = 0.00249	
GBE_BIN_FC1006148	BIN_FC1006148_non_british_white	Eye problems/disorders Diabetic eye disease	0.69201 [0.65353, 0.73049]		Incremental AUROC (full-covars) = 0.01974, Nagelkerke's R2 = 0.05584, Tjur's R2 = 0.01195	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006148	BIN_FC1006148_s_asian	Eye problems/disorders Diabetic eye disease	0.53803 [0.50292, 0.57313]		Nagelkerke's R2 = 0.00272, Tjur's R2 = 0.00111	
GBE_BIN_FC1006148	BIN_FC1006148_s_asian	Eye problems/disorders Diabetic eye disease	0.73020 [0.69952, 0.76088]		Incremental AUROC (full-covars) = 0.00200, Nagelkerke's R2 = 0.11745, Tjur's R2 = 0.05847	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006148	BIN_FC1006148_e_asian	Eye problems/disorders Diabetic eye disease	0.44953 [0.27083, 0.62822]		Nagelkerke's R2 = 0.00160, Tjur's R2 = 0.00032	
GBE_BIN_FC1006148	BIN_FC1006148_e_asian	Eye problems/disorders Diabetic eye disease	0.83123 [0.71584, 0.94663]		Incremental AUROC (full-covars) = -0.00599, Nagelkerke's R2 = 0.24524, Tjur's R2 = 0.12861	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006148	BIN_FC1006148_african	Eye problems/disorders Diabetic eye disease	0.53892 [0.49569, 0.58215]		Nagelkerke's R2 = 0.00197, Tjur's R2 = 0.00066	
GBE_BIN_FC1006148	BIN_FC1006148_african	Eye problems/disorders Diabetic eye disease	0.76275 [0.72796, 0.79755]		Incremental AUROC (full-covars) = 0.00140, Nagelkerke's R2 = 0.13906, Tjur's R2 = 0.06396	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006149	BIN_FC1006149_test	Mouth ulcers	0.58211 [0.57518, 0.58904]		Nagelkerke's R2 = 0.01650, Tjur's R2 = 0.00860	
GBE_BIN_FC1006149	BIN_FC1006149_test	Mouth ulcers	0.59736 [0.59049, 0.60422]		Incremental AUROC (full-covars) = 0.04113, Nagelkerke's R2 = 0.02317, Tjur's R2 = 0.01205	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006149	BIN_FC1006149_non_british_white	Mouth ulcers	0.55995 [0.54815, 0.57175]		Nagelkerke's R2 = 0.00950, Tjur's R2 = 0.00495	
GBE_BIN_FC1006149	BIN_FC1006149_non_british_white	Mouth ulcers	0.58069 [0.56921, 0.59217]		Incremental AUROC (full-covars) = 0.02537, Nagelkerke's R2 = 0.01680, Tjur's R2 = 0.00855	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006149	BIN_FC1006149_s_asian	Mouth ulcers	0.53756 [0.51499, 0.56013]		Nagelkerke's R2 = 0.00331, Tjur's R2 = 0.00163	
GBE_BIN_FC1006149	BIN_FC1006149_s_asian	Mouth ulcers	0.57052 [0.54871, 0.59233]		Incremental AUROC (full-covars) = 0.00553, Nagelkerke's R2 = 0.01201, Tjur's R2 = 0.00578	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006149	BIN_FC1006149_e_asian	Mouth ulcers	0.58992 [0.55615, 0.62368]		Nagelkerke's R2 = 0.02115, Tjur's R2 = 0.01232	
GBE_BIN_FC1006149	BIN_FC1006149_e_asian	Mouth ulcers	0.63149 [0.59813, 0.66485]		Incremental AUROC (full-covars) = 0.03724, Nagelkerke's R2 = 0.05269, Tjur's R2 = 0.03169	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006149	BIN_FC1006149_african	Mouth ulcers	0.51475 [0.48253, 0.54697]		Nagelkerke's R2 = 0.00051, Tjur's R2 = 0.00018	
GBE_BIN_FC1006149	BIN_FC1006149_african	Mouth ulcers	0.55141 [0.51964, 0.58317]		Incremental AUROC (full-covars) = -0.00753, Nagelkerke's R2 = 0.00728, Tjur's R2 = 0.00307	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006150	BIN_FC1006150_test	Vascular/heart problems diagnosed by doctor Heart attack	0.60058 [0.58663, 0.61453]		Nagelkerke's R2 = 0.01654, Tjur's R2 = 0.00445	
GBE_BIN_FC1006150	BIN_FC1006150_test	Vascular/heart problems diagnosed by doctor Heart attack	0.82191 [0.81230, 0.83152]		Incremental AUROC (full-covars) = 0.01045, Nagelkerke's R2 = 0.18282, Tjur's R2 = 0.06305	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006150	BIN_FC1006150_non_british_white	Vascular/heart problems diagnosed by doctor Heart attack	0.57660 [0.55039, 0.60282]		Nagelkerke's R2 = 0.00895, Tjur's R2 = 0.00190	
GBE_BIN_FC1006150	BIN_FC1006150_non_british_white	Vascular/heart problems diagnosed by doctor Heart attack	0.82479 [0.80685, 0.84274]		Incremental AUROC (full-covars) = 0.00552, Nagelkerke's R2 = 0.17580, Tjur's R2 = 0.05587	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006150	BIN_FC1006150_s_asian	Vascular/heart problems diagnosed by doctor Heart attack	0.57536 [0.54237, 0.60835]		Nagelkerke's R2 = 0.00972, Tjur's R2 = 0.00340	
GBE_BIN_FC1006150	BIN_FC1006150_s_asian	Vascular/heart problems diagnosed by doctor Heart attack	0.82696 [0.80387, 0.85004]		Incremental AUROC (full-covars) = 0.00709, Nagelkerke's R2 = 0.22573, Tjur's R2 = 0.11270	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006150	BIN_FC1006150_e_asian	Vascular/heart problems diagnosed by doctor Heart attack	0.53242 [0.37336, 0.69148]		Nagelkerke's R2 = 0.00068, Tjur's R2 = 0.00005	
GBE_BIN_FC1006150	BIN_FC1006150_e_asian	Vascular/heart problems diagnosed by doctor Heart attack	0.78888 [0.66178, 0.91598]		Incremental AUROC (full-covars) = -0.00694, Nagelkerke's R2 = 0.10419, Tjur's R2 = 0.01362	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006150	BIN_FC1006150_african	Vascular/heart problems diagnosed by doctor Heart attack	0.50663 [0.44094, 0.57232]		Nagelkerke's R2 = 0.00020, Tjur's R2 = 0.00004	
GBE_BIN_FC1006150	BIN_FC1006150_african	Vascular/heart problems diagnosed by doctor Heart attack	0.72462 [0.66421, 0.78503]		Incremental AUROC (full-covars) = -0.01046, Nagelkerke's R2 = 0.08703, Tjur's R2 = 0.02549	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006152	BIN_FC1006152_test	DVT diagnosed by doctor	0.59437 [0.57920, 0.60954]		Nagelkerke's R2 = 0.01770, Tjur's R2 = 0.00531	
GBE_BIN_FC1006152	BIN_FC1006152_test	DVT diagnosed by doctor	0.63094 [0.61664, 0.64525]		Incremental AUROC (full-covars) = 0.04553, Nagelkerke's R2 = 0.02868, Tjur's R2 = 0.00812	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006152	BIN_FC1006152_non_british_white	DVT diagnosed by doctor	0.58862 [0.56306, 0.61418]		Nagelkerke's R2 = 0.01323, Tjur's R2 = 0.00351	
GBE_BIN_FC1006152	BIN_FC1006152_non_british_white	DVT diagnosed by doctor	0.64909 [0.62535, 0.67282]		Incremental AUROC (full-covars) = 0.02852, Nagelkerke's R2 = 0.03386, Tjur's R2 = 0.00875	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006152	BIN_FC1006152_s_asian	DVT diagnosed by doctor	0.56216 [0.50579, 0.61854]		Nagelkerke's R2 = 0.00539, Tjur's R2 = 0.00103	
GBE_BIN_FC1006152	BIN_FC1006152_s_asian	DVT diagnosed by doctor	0.62654 [0.57175, 0.68132]		Incremental AUROC (full-covars) = 0.00654, Nagelkerke's R2 = 0.02365, Tjur's R2 = 0.00453	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006152	BIN_FC1006152_e_asian	DVT diagnosed by doctor	0.35887 [0.15439, 0.56334]		Nagelkerke's R2 = 0.02253, Tjur's R2 = 0.00236	
GBE_BIN_FC1006152	BIN_FC1006152_e_asian	DVT diagnosed by doctor	0.63783 [0.46370, 0.81195]		Incremental AUROC (full-covars) = -0.05863, Nagelkerke's R2 = 0.03121, Tjur's R2 = 0.00405	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006152	BIN_FC1006152_african	DVT diagnosed by doctor	0.50292 [0.45113, 0.55471]		Nagelkerke's R2 = 0.00008, Tjur's R2 = 0.00002	
GBE_BIN_FC1006152	BIN_FC1006152_african	DVT diagnosed by doctor	0.60583 [0.55495, 0.65672]		Incremental AUROC (full-covars) = -0.01777, Nagelkerke's R2 = 0.01929, Tjur's R2 = 0.00500	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006154	BIN_FC1006154_test	Aspirin	0.52069 [0.51450, 0.52688]		Nagelkerke's R2 = 0.00131, Tjur's R2 = 0.00075	
GBE_BIN_FC1006154	BIN_FC1006154_test	Aspirin	0.70264 [0.69719, 0.70809]		Incremental AUROC (full-covars) = 0.00128, Nagelkerke's R2 = 0.11105, Tjur's R2 = 0.06646	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006154	BIN_FC1006154_non_british_white	Aspirin	0.51838 [0.50799, 0.52876]		Nagelkerke's R2 = 0.00095, Tjur's R2 = 0.00053	
GBE_BIN_FC1006154	BIN_FC1006154_non_british_white	Aspirin	0.68372 [0.67417, 0.69326]		Incremental AUROC (full-covars) = 0.00057, Nagelkerke's R2 = 0.09126, Tjur's R2 = 0.05534	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006154	BIN_FC1006154_s_asian	Aspirin	0.53960 [0.52315, 0.55606]		Nagelkerke's R2 = 0.00525, Tjur's R2 = 0.00334	
GBE_BIN_FC1006154	BIN_FC1006154_s_asian	Aspirin	0.73243 [0.71849, 0.74637]		Incremental AUROC (full-covars) = 0.00284, Nagelkerke's R2 = 0.16473, Tjur's R2 = 0.11267	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006154	BIN_FC1006154_e_asian	Aspirin	0.56392 [0.50988, 0.61796]		Nagelkerke's R2 = 0.00669, Tjur's R2 = 0.00283	
GBE_BIN_FC1006154	BIN_FC1006154_e_asian	Aspirin	0.70571 [0.65710, 0.75432]		Incremental AUROC (full-covars) = 0.00380, Nagelkerke's R2 = 0.08987, Tjur's R2 = 0.04364	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC1006154	BIN_FC1006154_african	Aspirin	0.49929 [0.47866, 0.51992]		Nagelkerke's R2 = 0.00002, Tjur's R2 = 0.00001	
GBE_BIN_FC1006154	BIN_FC1006154_african	Aspirin	0.69049 [0.67139, 0.70958]		Incremental AUROC (full-covars) = -0.00083, Nagelkerke's R2 = 0.10001, Tjur's R2 = 0.06267	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC11006152	BIN_FC11006152_test	Blood clot or DVT diagnosed by doctor	0.59176 [0.57816, 0.60536]		Nagelkerke's R2 = 0.01795, Tjur's R2 = 0.00625	
GBE_BIN_FC11006152	BIN_FC11006152_test	Blood clot or DVT diagnosed by doctor	0.62837 [0.61546, 0.64128]		Incremental AUROC (full-covars) = 0.04290, Nagelkerke's R2 = 0.02953, Tjur's R2 = 0.00950	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC11006152	BIN_FC11006152_non_british_white	Blood clot or DVT diagnosed by doctor	0.59359 [0.57084, 0.61634]		Nagelkerke's R2 = 0.01507, Tjur's R2 = 0.00466	
GBE_BIN_FC11006152	BIN_FC11006152_non_british_white	Blood clot or DVT diagnosed by doctor	0.64786 [0.62647, 0.66925]		Incremental AUROC (full-covars) = 0.03737, Nagelkerke's R2 = 0.03411, Tjur's R2 = 0.00998	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC11006152	BIN_FC11006152_s_asian	Blood clot or DVT diagnosed by doctor	0.55473 [0.50496, 0.60449]		Nagelkerke's R2 = 0.00502, Tjur's R2 = 0.00112	
GBE_BIN_FC11006152	BIN_FC11006152_s_asian	Blood clot or DVT diagnosed by doctor	0.63964 [0.59263, 0.68666]		Incremental AUROC (full-covars) = 0.01249, Nagelkerke's R2 = 0.02677, Tjur's R2 = 0.00573	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC11006152	BIN_FC11006152_e_asian	Blood clot or DVT diagnosed by doctor	0.53280 [0.37688, 0.68873]		Nagelkerke's R2 = 0.00103, Tjur's R2 = 0.00011	
GBE_BIN_FC11006152	BIN_FC11006152_e_asian	Blood clot or DVT diagnosed by doctor	0.68652 [0.54244, 0.83061]		Incremental AUROC (full-covars) = 0.00532, Nagelkerke's R2 = 0.05141, Tjur's R2 = 0.00752	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC11006152	BIN_FC11006152_african	Blood clot or DVT diagnosed by doctor	0.50724 [0.46275, 0.55173]		Nagelkerke's R2 = 0.00035, Tjur's R2 = 0.00010	
GBE_BIN_FC11006152	BIN_FC11006152_african	Blood clot or DVT diagnosed by doctor	0.61925 [0.57619, 0.66230]		Incremental AUROC (full-covars) = -0.00229, Nagelkerke's R2 = 0.02193, Tjur's R2 = 0.00613	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC12006152	BIN_FC12006152_test	Blood clot in the leg (DVT) or lung	0.58956 [0.57602, 0.60310]		Nagelkerke's R2 = 0.01554, Tjur's R2 = 0.00435	
GBE_BIN_FC12006152	BIN_FC12006152_test	Blood clot in the leg (DVT) or lung	0.63525 [0.62260, 0.64791]		Incremental AUROC (full-covars) = 0.03836, Nagelkerke's R2 = 0.02918, Tjur's R2 = 0.00750	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC12006152	BIN_FC12006152_non_british_white	Blood clot in the leg (DVT) or lung	0.59164 [0.56886, 0.61442]		Nagelkerke's R2 = 0.01331, Tjur's R2 = 0.00331	
GBE_BIN_FC12006152	BIN_FC12006152_non_british_white	Blood clot in the leg (DVT) or lung	0.65354 [0.63231, 0.67477]		Incremental AUROC (full-covars) = 0.03495, Nagelkerke's R2 = 0.03366, Tjur's R2 = 0.00791	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC12006152	BIN_FC12006152_s_asian	Blood clot in the leg (DVT) or lung	0.55523 [0.50541, 0.60504]		Nagelkerke's R2 = 0.00457, Tjur's R2 = 0.00081	
GBE_BIN_FC12006152	BIN_FC12006152_s_asian	Blood clot in the leg (DVT) or lung	0.63523 [0.58822, 0.68224]		Incremental AUROC (full-covars) = 0.01038, Nagelkerke's R2 = 0.02321, Tjur's R2 = 0.00393	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC12006152	BIN_FC12006152_e_asian	Blood clot in the leg (DVT) or lung	0.50497 [0.35161, 0.65832]		Nagelkerke's R2 = 0.00007, Tjur's R2 = 0.00001	
GBE_BIN_FC12006152	BIN_FC12006152_e_asian	Blood clot in the leg (DVT) or lung	0.66743 [0.52454, 0.81033]		Incremental AUROC (full-covars) = 0.00793, Nagelkerke's R2 = 0.03638, Tjur's R2 = 0.00343	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC12006152	BIN_FC12006152_african	Blood clot in the leg (DVT) or lung	0.50150 [0.45729, 0.54570]		Nagelkerke's R2 = 0.00013, Tjur's R2 = 0.00003	
GBE_BIN_FC12006152	BIN_FC12006152_african	Blood clot in the leg (DVT) or lung	0.59279 [0.55016, 0.63542]		Incremental AUROC (full-covars) = -0.00635, Nagelkerke's R2 = 0.01242, Tjur's R2 = 0.00265	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC18006155	BIN_FC18006155_test	Folic acid or folate (Vitamin B9)	0.52600 [0.51065, 0.54135]		Nagelkerke's R2 = 0.00169, Tjur's R2 = 0.00035	
GBE_BIN_FC18006155	BIN_FC18006155_test	Folic acid or folate (Vitamin B9)	0.57772 [0.56344, 0.59201]		Incremental AUROC (full-covars) = 0.00471, Nagelkerke's R2 = 0.00847, Tjur's R2 = 0.00160	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC18006155	BIN_FC18006155_non_british_white	Folic acid or folate (Vitamin B9)	0.50901 [0.49019, 0.52784]		Nagelkerke's R2 = 0.00010, Tjur's R2 = 0.00003	
GBE_BIN_FC18006155	BIN_FC18006155_non_british_white	Folic acid or folate (Vitamin B9)	0.60494 [0.58719, 0.62270]		Incremental AUROC (full-covars) = 0.00018, Nagelkerke's R2 = 0.01823, Tjur's R2 = 0.00486	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC18006155	BIN_FC18006155_s_asian	Folic acid or folate (Vitamin B9)	0.50680 [0.47267, 0.54094]		Nagelkerke's R2 = 0.00065, Tjur's R2 = 0.00020	
GBE_BIN_FC18006155	BIN_FC18006155_s_asian	Folic acid or folate (Vitamin B9)	0.64880 [0.61837, 0.67924]		Incremental AUROC (full-covars) = 0.00089, Nagelkerke's R2 = 0.03820, Tjur's R2 = 0.01117	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC18006155	BIN_FC18006155_e_asian	Folic acid or folate (Vitamin B9)	0.46506 [0.36185, 0.56827]		Nagelkerke's R2 = 0.00218, Tjur's R2 = 0.00042	
GBE_BIN_FC18006155	BIN_FC18006155_e_asian	Folic acid or folate (Vitamin B9)	0.63752 [0.54728, 0.72776]		Incremental AUROC (full-covars) = -0.00046, Nagelkerke's R2 = 0.02890, Tjur's R2 = 0.00558	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC18006155	BIN_FC18006155_african	Folic acid or folate (Vitamin B9)	0.51941 [0.48659, 0.55223]		Nagelkerke's R2 = 0.00159, Tjur's R2 = 0.00057	
GBE_BIN_FC18006155	BIN_FC18006155_african	Folic acid or folate (Vitamin B9)	0.66340 [0.63271, 0.69409]		Incremental AUROC (full-covars) = 0.00087, Nagelkerke's R2 = 0.04780, Tjur's R2 = 0.01643	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006148	BIN_FC2006148_test	Eye problems/disorders Glaucoma	0.60001 [0.58198, 0.61804]		Nagelkerke's R2 = 0.01940, Tjur's R2 = 0.00678	
GBE_BIN_FC2006148	BIN_FC2006148_test	Eye problems/disorders Glaucoma	0.72434 [0.70924, 0.73944]		Incremental AUROC (full-covars) = 0.02225, Nagelkerke's R2 = 0.09306, Tjur's R2 = 0.03401	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006148	BIN_FC2006148_non_british_white	Eye problems/disorders Glaucoma	0.57925 [0.54955, 0.60894]		Nagelkerke's R2 = 0.01038, Tjur's R2 = 0.00294	
GBE_BIN_FC2006148	BIN_FC2006148_non_british_white	Eye problems/disorders Glaucoma	0.75377 [0.72896, 0.77858]		Incremental AUROC (full-covars) = 0.01096, Nagelkerke's R2 = 0.11288, Tjur's R2 = 0.03835	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006148	BIN_FC2006148_s_asian	Eye problems/disorders Glaucoma	0.57361 [0.53210, 0.61512]		Nagelkerke's R2 = 0.01082, Tjur's R2 = 0.00377	
GBE_BIN_FC2006148	BIN_FC2006148_s_asian	Eye problems/disorders Glaucoma	0.76170 [0.72794, 0.79547]		Incremental AUROC (full-covars) = 0.00638, Nagelkerke's R2 = 0.13350, Tjur's R2 = 0.05593	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006148	BIN_FC2006148_e_asian	Eye problems/disorders Glaucoma	0.51910 [0.40156, 0.63664]		Nagelkerke's R2 = 0.00057, Tjur's R2 = 0.00013	
GBE_BIN_FC2006148	BIN_FC2006148_e_asian	Eye problems/disorders Glaucoma	0.71808 [0.61808, 0.81809]		Incremental AUROC (full-covars) = -0.01728, Nagelkerke's R2 = 0.09844, Tjur's R2 = 0.03601	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006148	BIN_FC2006148_african	Eye problems/disorders Glaucoma	0.49958 [0.46126, 0.53790]		Nagelkerke's R2 = 0.00001, Tjur's R2 = 0.00000	
GBE_BIN_FC2006148	BIN_FC2006148_african	Eye problems/disorders Glaucoma	0.75589 [0.72234, 0.78943]		Incremental AUROC (full-covars) = -0.01209, Nagelkerke's R2 = 0.13943, Tjur's R2 = 0.06841	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006150	BIN_FC2006150_test	Vascular/heart problems diagnosed by doctor Angina	0.58683 [0.57429, 0.59937]		Nagelkerke's R2 = 0.01304, Tjur's R2 = 0.00410	
GBE_BIN_FC2006150	BIN_FC2006150_test	Vascular/heart problems diagnosed by doctor Angina	0.80729 [0.79886, 0.81571]		Incremental AUROC (full-covars) = 0.00980, Nagelkerke's R2 = 0.17468, Tjur's R2 = 0.06652	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006150	BIN_FC2006150_non_british_white	Vascular/heart problems diagnosed by doctor Angina	0.58632 [0.56598, 0.60667]		Nagelkerke's R2 = 0.01288, Tjur's R2 = 0.00393	
GBE_BIN_FC2006150	BIN_FC2006150_non_british_white	Vascular/heart problems diagnosed by doctor Angina	0.78043 [0.76461, 0.79624]		Incremental AUROC (full-covars) = 0.00599, Nagelkerke's R2 = 0.14388, Tjur's R2 = 0.05538	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006150	BIN_FC2006150_s_asian	Vascular/heart problems diagnosed by doctor Angina	0.54847 [0.52094, 0.57599]		Nagelkerke's R2 = 0.00511, Tjur's R2 = 0.00210	
GBE_BIN_FC2006150	BIN_FC2006150_s_asian	Vascular/heart problems diagnosed by doctor Angina	0.80830 [0.78794, 0.82865]		Incremental AUROC (full-covars) = 0.00447, Nagelkerke's R2 = 0.21320, Tjur's R2 = 0.11781	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006150	BIN_FC2006150_e_asian	Vascular/heart problems diagnosed by doctor Angina	0.54123 [0.41196, 0.67049]		Nagelkerke's R2 = 0.00409, Tjur's R2 = 0.00066	
GBE_BIN_FC2006150	BIN_FC2006150_e_asian	Vascular/heart problems diagnosed by doctor Angina	0.81573 [0.71999, 0.91148]		Incremental AUROC (full-covars) = 0.01113, Nagelkerke's R2 = 0.18878, Tjur's R2 = 0.08672	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006150	BIN_FC2006150_african	Vascular/heart problems diagnosed by doctor Angina	0.54151 [0.49650, 0.58652]		Nagelkerke's R2 = 0.00244, Tjur's R2 = 0.00069	
GBE_BIN_FC2006150	BIN_FC2006150_african	Vascular/heart problems diagnosed by doctor Angina	0.82431 [0.79510, 0.85352]		Incremental AUROC (full-covars) = 0.00472, Nagelkerke's R2 = 0.18928, Tjur's R2 = 0.07556	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006154	BIN_FC2006154_test	Ibuprofen (e.g. Nurofen)	0.51542 [0.50941, 0.52143]		Nagelkerke's R2 = 0.00076, Tjur's R2 = 0.00044	
GBE_BIN_FC2006154	BIN_FC2006154_test	Ibuprofen (e.g. Nurofen)	0.61851 [0.61270, 0.62433]		Incremental AUROC (full-covars) = 0.00101, Nagelkerke's R2 = 0.03928, Tjur's R2 = 0.02363	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006154	BIN_FC2006154_non_british_white	Ibuprofen (e.g. Nurofen)	0.51881 [0.50908, 0.52853]		Nagelkerke's R2 = 0.00100, Tjur's R2 = 0.00060	
GBE_BIN_FC2006154	BIN_FC2006154_non_british_white	Ibuprofen (e.g. Nurofen)	0.61988 [0.61042, 0.62934]		Incremental AUROC (full-covars) = 0.00089, Nagelkerke's R2 = 0.04208, Tjur's R2 = 0.02614	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006154	BIN_FC2006154_s_asian	Ibuprofen (e.g. Nurofen)	0.48821 [0.46651, 0.50992]		Nagelkerke's R2 = 0.00051, Tjur's R2 = 0.00027	
GBE_BIN_FC2006154	BIN_FC2006154_s_asian	Ibuprofen (e.g. Nurofen)	0.62217 [0.60230, 0.64205]		Incremental AUROC (full-covars) = -0.00195, Nagelkerke's R2 = 0.03601, Tjur's R2 = 0.01828	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006154	BIN_FC2006154_e_asian	Ibuprofen (e.g. Nurofen)	0.54922 [0.50243, 0.59601]		Nagelkerke's R2 = 0.00555, Tjur's R2 = 0.00281	
GBE_BIN_FC2006154	BIN_FC2006154_e_asian	Ibuprofen (e.g. Nurofen)	0.61277 [0.56830, 0.65725]		Incremental AUROC (full-covars) = 0.00152, Nagelkerke's R2 = 0.04562, Tjur's R2 = 0.02619	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006154	BIN_FC2006154_african	Ibuprofen (e.g. Nurofen)	0.50964 [0.49140, 0.52789]		Nagelkerke's R2 = 0.00046, Tjur's R2 = 0.00029	
GBE_BIN_FC2006154	BIN_FC2006154_african	Ibuprofen (e.g. Nurofen)	0.59205 [0.57467, 0.60944]		Incremental AUROC (full-covars) = -0.00015, Nagelkerke's R2 = 0.02759, Tjur's R2 = 0.01674	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006179	BIN_FC2006179_test	Glucosamine	0.51206 [0.50661, 0.51751]		Nagelkerke's R2 = 0.00054, Tjur's R2 = 0.00034	
GBE_BIN_FC2006179	BIN_FC2006179_test	Glucosamine	0.62303 [0.61791, 0.62815]		Incremental AUROC (full-covars) = 0.00058, Nagelkerke's R2 = 0.04569, Tjur's R2 = 0.02886	age, sex, UKB array type, Genotype PCs
GBE_BIN_FC2006179	BIN_FC2006179_non_british_white	Glucosamine	0.50748 [0.49816, 0.51681]		Nagelkerke's R2 = 0.00015, Tjur's R2 = 0.00009	
GBE_BIN_FC2006179	BIN_FC2006179_non_british_white	Glucosamine	0.63822 [0.62937, 0.64707]		Incremental AUROC (full-covars) = 0.00027, Nagelkerke's R2 = 0.05449, Tjur's R2 = 0.03381	age, sex, UKB array type, Genotype PCs
