#trait	trait_name	trait_category	trait_category_plot	family	pred_PRS	pred_covar	pred_full	pred_delta	n_variables	WBtest_P	WBtest_BYq	WBtest_is_significant	WBtest_BHq	trait_label	PGScatalog_ID	EFO_ID	EFO_label
BIN_FC9006179	Calcium supplements	Health_and_medical_history	Health and medical history	binomial	0.000274817407920463	0.125758708628055	0.125924561730773	0.000165853102717994	11	0.0138285963438612	0.181680256638135	FALSE	0.0229013262202569	Calcium supplements (BIN_FC9006179)			
BIN3606	Chest pain or discomfort walking normally	Health_and_medical_history	Health and medical history	binomial	0.000700561637457285	0.0242142136500271	0.0249767611553938	0.000762547505366699	226	0.0344562458005342	0.432984605672917	FALSE	0.0545789723459879	Chest pain or discomfort walking normally (BIN3606)			
BIN3616	Chest pain due to walking ceases when standing still	Health_and_medical_history	Health and medical history	binomial	4.18007438116286e-05	0.0388131588734465	0.0386616623130768	-0.000151496560369703	4	0.750451672804684	1	FALSE	0.815726565178791	Chest pain due to walking ceases when standing still (BIN3616)			
BIN3751	Chest pain or discomfort when walking uphill or hurrying	Health_and_medical_history	Health and medical history	binomial	0.000328671441721435	0.0680031359900681	0.0682643412168687	0.000261205226800593	4	0.161672298799546	1	FALSE	0.229806673588819	Chest pain or discomfort when walking uphill or hurrying (BIN3751)			
BIN5452	Leg pain when standing still or sitting	Health_and_medical_history	Health and medical history	binomial	0.000349875832673639	0.0024234100109028	0.0022535605083875	-0.0001698495025153	3	0.212105967069634	1	FALSE	0.290670611614691	Leg pain when standing still or sitting (BIN5452)			
BIN5474	Leg pain when walking uphill or hurrying	Health_and_medical_history	Health and medical history	binomial	4.40012973248294e-06	0.00859355795503358	0.00665720155865031	-0.00193635639638327	180	0.890541839837033	1	FALSE	0.929751820777156	Leg pain when walking uphill or hurrying (BIN5474)			
BIN5485	Leg pain when walking normally	Health_and_medical_history	Health and medical history	binomial	1.27182927285093e-05	0.000368106453768293	0.000201977676380556	-0.000166128777387737	10	0.834883446967715	1	FALSE	0.885825487799643	Leg pain when walking normally (BIN5485)			
BIN_FC10001538	Major dietary changes in the last 5 years becuase of illness	Lifestyle_and_environment	Lifestyle and environment	binomial	0.00246008179650332	0.0118530727791395	0.0143314579196107	0.0024783851404712	730	8.94789138488551e-20	2.22628931288469e-18	TRUE	2.80630260868654e-19	Major dietary changes in the last 5 years becuase of illness (BIN_FC10001538)	PGS001063	EFO_0008111	diet measurement
BIN_FC10001628	Alcohol intake versus 10 years previously (More nowadays)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.00101147173176429	0.0162311275926504	0.0171417037387349	0.000910576146084502	214	6.6540300209648e-10	1.24416540134698e-08	TRUE	1.56830677451957e-09	Alcohol intake versus 10 years previously (More nowadays) (BIN_FC10001628)	PGS001085	EFO_0007878|EFO_0007645	alcohol consumption measurement|longitudinal alcohol consumption measurement
BIN_FC10001727	Ease of skin tanning (Get very tanned)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.149770079198688	0.0297664040107883	0.175130861478356	0.145364457467568	4130	0	0	TRUE	0	Ease of skin tanning (Get very tanned) (BIN_FC10001727)	PGS001246	EFO_0004279	suntan
BIN_FC10001757	Facial ageing (Younger than you are)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0219626618026952	0.0203097537136608	0.0415293154732549	0.0212195617595941	7676	5.75540218702335e-201	4.13038959299528e-199	TRUE	5.20647654490841e-200	Facial ageing (Younger than you are) (BIN_FC10001757)	PGS001141	EFO_0005422	skin aging
BIN_FC10002267	Use of sun/uv protection (Never/rarely)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.00981930809612597	0.0737423070963104	0.0832091191945698	0.00946681209825941	1141	1.7269674445744e-64	8.34281226163145e-63	TRUE	1.05163581741593e-63	Use of sun/uv protection (Never/rarely) (BIN_FC10002267)	PGS000982	EFO_0010729	sun exposure measurement
BIN_FC10002644	Light smokers, at least 100 smokes in lifetime	Lifestyle_and_environment	Lifestyle and environment	binomial	0.00153599352533277	0.0226318674148664	0.0244379620480346	0.0018060946331682	11	8.42046083448531e-06	0.000131666957799785	TRUE	1.6597004037745e-05	Light smokers, at least 100 smokes in lifetime (BIN_FC10002644)	PGS001139	EFO_0005671	smoking behaviour measurement
BIN_FC1001747	Hair colour (natural, before greying) blonde	Lifestyle_and_environment	Lifestyle and environment	binomial	0.323993311563124	0.00796075110088312	0.321987541507277	0.314026790406394	6970	0	0	TRUE	0	Hair colour (natural, before greying) blonde (BIN_FC1001747)	PGS001093	EFO_0007822	hair colour measurement
BIN_FC10020116	Never Smoker	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0310597671482801	0.0301417217000993	0.0604701666589984	0.0303284449588991	12310	0	0	TRUE	0	Never Smoker (BIN_FC10020116)	PGS001127	EFO_0006527	smoking status measurement
BIN_FC1006144	Never eat eggs	Lifestyle_and_environment	Lifestyle and environment	binomial	1.9115892851946e-06	0.00536477937280991	0.00535936363033161	-5.41574247830013e-06	1	0.86572810779756	1	FALSE	0.910527210149987	Never eat eggs (BIN_FC1006144)			
BIN_FC20001249	Past tobacco smoking (Smoked occasionally)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.00490566116390888	0.0557595725309051	0.060002182614933	0.0042426100840279	2245	3.6114472218524e-39	1.26659991284394e-37	TRUE	1.59658613056469e-38	Past tobacco smoking (Smoked occasionally) (BIN_FC20001249)	PGS001047	EFO_0009115	tobacco smoke exposure measurement
BIN_FC20001428	Spread type: Butter/spreadable butter	Lifestyle_and_environment	Lifestyle and environment	binomial	2.30401204351893e-05	0.00804848734014912	0.00805521320446028	6.72586431115993e-06	3	0.284947361926881	1	FALSE	0.377597477913267	Spread type: Butter/spreadable butter (BIN_FC20001428)			
BIN_FC20001448	Bread type: Brown	Lifestyle_and_environment	Lifestyle and environment	binomial	7.85617260671482e-05	0.00729651350151235	0.00725483199398081	-4.16815075315402e-05	114	0.0981998343921101	1	FALSE	0.146783897634816	Bread type: Brown (BIN_FC20001448)			
BIN_FC20001468	Cereal type: Biscuit cereal (e.g. Weetabix)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.000692520399906955	0.00747727070284659	0.0080756515415321	0.00059838083868551	146	7.65361807240697e-07	1.26697185230971e-05	TRUE	1.59705497110892e-06	Cereal type: Biscuit cereal (e.g. Weetabix) (BIN_FC20001468)	PGS001058	EFO_0008111	diet measurement
BIN_FC20001508	Coffee type: Instant coffee	Lifestyle_and_environment	Lifestyle and environment	binomial	0.000711256855133365	0.013708054187223	0.0143774658292273	0.0006694116420043	432	1.01724615505415e-07	1.75166977260167e-06	TRUE	2.2080308358665e-07	Coffee type: Instant coffee (BIN_FC20001508)	PGS001125	EFO_0006781	coffee consumption measurement
BIN_FC20001727	Ease of skin tanning (Get moderately tanned)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0352139014798304	0.00544996739411322	0.0371894657581271	0.0317394983640139	2693	0	0	TRUE	0	Ease of skin tanning (Get moderately tanned) (BIN_FC20001727)	PGS001245	EFO_0004279	suntan
BIN_FC20001757	Facial ageing (Older than you are)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0110585125075044	0.0738992660212718	0.081846243824008	0.00794697780273621	39	4.67460212219415e-30	1.41209616461679e-28	TRUE	1.77998839932697e-29	Facial ageing (Older than you are) (BIN_FC20001757)	PGS001072	EFO_0008006	skin aging measurement
BIN_FC20002267	Use of sun/uv protection (Sometimes)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0044297627504413	0.0298439216569757	0.0332757680284298	0.0034318463714541	309	1.0257200367965e-48	4.14812568990265e-47	TRUE	5.22883341233395e-48	Use of sun/uv protection (Sometimes) (BIN_FC20002267)	PGS001535	EFO_0010729	sun exposure measurement
BIN_FC20006157	Why stopped smoking doctor advice	Lifestyle_and_environment	Lifestyle and environment	binomial	0.000373533653336625	0.0154974383901038	0.0158323132931488	0.000334874903045001	67	0.109331965309837	1	FALSE	0.162184384559142	Why stopped smoking doctor advice (BIN_FC20006157)			
BIN_FC2001747	Hair colour (natural, before greying) red	Lifestyle_and_environment	Lifestyle and environment	binomial	0.601848687682188	0.00822543619891517	0.603347950118333	0.595122513919418	1621	0	0	TRUE	0	Hair colour (natural, before greying) red (BIN_FC2001747)	PGS001098	EFO_0007822	hair colour measurement
BIN_FC20020116	Previous Smoker	Lifestyle_and_environment	Lifestyle and environment	binomial	0.00909839306186562	0.0381658260813153	0.0471470047473732	0.0089811786660579	4348	3.65116200144954e-98	2.0236925274507e-96	TRUE	2.55092345190559e-97	Previous Smoker (BIN_FC20020116)	PGS001128	EFO_0006527	smoking status measurement
BIN_FC30001418	Milk type: Skimmed	Lifestyle_and_environment	Lifestyle and environment	binomial	0.000947716141003586	0.0184017587313124	0.0190712061773519	0.000669447446039501	116	1.31338299977652e-10	2.51251195664997e-09	TRUE	3.16709459884477e-10	Milk type: Skimmed (BIN_FC30001418)	PGS001064	EFO_0008111	diet measurement
BIN_FC30001508	Coffee type: Ground coffee (include espresso, filter etc)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0131796178299667	0.0115747185321616	0.0238435760668201	0.0122688575346585	9694	2.1652511002564e-103	1.23314236341271e-101	TRUE	1.55441191371618e-102	Coffee type: Ground coffee (include espresso, filter etc) (BIN_FC30001508)	PGS001124	EFO_0006781	coffee consumption measurement
BIN_FC30001727	Ease of skin tanning (Get mildly or occasionally tanned)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0411436867549346	0.0178336113388475	0.0563589587863176	0.0385253474474701	958	0	0	TRUE	0	Ease of skin tanning (Get mildly or occasionally tanned) (BIN_FC30001727)	PGS001244	EFO_0004279	suntan
BIN_FC30001757	Facial ageing (About your age)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0140265679865569	0.0133368957628805	0.0266062871130064	0.0132693913501259	6782	5.70362358113605e-130	3.6501488030354e-128	TRUE	4.60111902292676e-129	Facial ageing (About your age) (BIN_FC30001757)	PGS001071	EFO_0008006	skin aging measurement
BIN_FC30002267	Use of sun/uv protection (Most of the time)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.000348766865140871	0.015369244557337	0.0157669567064975	0.000397712149160501	110	3.11869830999887e-05	0.00047392841898347	FALSE	5.9740059426539e-05	Use of sun/uv protection (Most of the time) (BIN_FC30002267)			
BIN_FC30002654	Non-butter spread type: Olive oil based spread (eg: Bertolli)	Lifestyle_and_environment	Lifestyle and environment	binomial	2.47126572471856e-05	0.00337580127256057	0.00339554844827271	1.97471757121402e-05	3	0.433219133513656	1	FALSE	0.537658956343277	Non-butter spread type: Olive oil based spread (eg: Bertolli) (BIN_FC30002654)			
BIN_FC30003446	Type of tobacco currently smoked (cigars or pipes)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.000274690390036502	0.277390457060288	0.277377079983578	-1.33770767099528e-05	2	0.44294109451613	1	FALSE	0.546689915550271	Type of tobacco currently smoked (cigars or pipes) (BIN_FC30003446)			
BIN_FC30003486	Ever tried to stop smoking succeeded vs no	Lifestyle_and_environment	Lifestyle and environment	binomial	0.000427576003017591	0.0139594334438971	0.0131688755201245	-0.000790557923772599	13	0.370148578454721	1	FALSE	0.471344609667729	Ever tried to stop smoking succeeded vs no (BIN_FC30003486)			
BIN_FC30006164	Types of physical activity in last 4 weeks (other exercises)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.00689976486681762	0.0187475653615581	0.0232029983214166	0.0044554329598585	3846	1.38197864609745e-29	4.12448231057457e-28	TRUE	5.19903024313103e-29	Types of physical activity in last 4 weeks (other exercises) (BIN_FC30006164)	PGS001074	EFO_0008002	physical activity measurement
BIN_FC3001747	Hair colour (natural, before greying) light brown	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0773983861619036	0.0039324821074432	0.0784069905465556	0.0744745084391124	2127	0	0	TRUE	0	Hair colour (natural, before greying) light brown (BIN_FC3001747)	PGS001096	EFO_0007822	hair colour measurement
BIN_FC3006144	Never eat wheat	Lifestyle_and_environment	Lifestyle and environment	binomial	0.00607156875126748	0.00621193994725097	0.0116991006403047	0.00548716069305373	5	9.89541035109897e-24	2.69420358297257e-22	TRUE	3.3961221928662e-23	Never eat wheat (BIN_FC3006144)	PGS001065	EFO_0008111	diet measurement
BIN_FC40001249	Past tobacco smoking (Smoked at least once)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0144595720018483	0.0408728205204117	0.054473518377117	0.0136006978567053	6169	1.27732085826926e-146	8.39072800915982e-145	TRUE	1.0576757371383e-145	Past tobacco smoking (Smoked at least once) (BIN_FC40001249)	PGS001046	EFO_0009115	tobacco smoke exposure measurement
BIN_FC40001448	Bread type: Other type of bread	Lifestyle_and_environment	Lifestyle and environment	binomial	0.000896313996090778	0.00826256859686107	0.0092235319680087	0.000960963371147629	71	4.40449875751386e-05	0.000664443565453958	FALSE	8.37550492771469e-05	Bread type: Other type of bread (BIN_FC40001448)			
BIN_FC40001468	Cereal type: Muesli	Lifestyle_and_environment	Lifestyle and environment	binomial	0.000201118569237276	0.0083141233270552	0.00846180060302131	0.00014767727596611	17	0.00637209294079232	0.0868410704316394	FALSE	0.0109465702001537	Cereal type: Muesli (BIN_FC40001468)			
BIN_FC40001508	Coffee type: Other type of coffee	Lifestyle_and_environment	Lifestyle and environment	binomial	2.15358696480885e-06	0.00713454591366293	0.00709781633511473	-3.67295785481999e-05	1	0.891328754512875	1	FALSE	0.929953000541766	Coffee type: Other type of coffee (BIN_FC40001508)			
BIN_FC40001727	Ease of skin tanning (Never tan, only burn)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.181649036655067	0.0150819634782536	0.183573997624613	0.168492034146359	3159	0	0	TRUE	0	Ease of skin tanning (Never tan, only burn) (BIN_FC40001727)	PGS001247	EFO_0004279	suntan
BIN_FC40002267	Use of sun/uv protection (Always)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.0113138641732787	0.0473744607725238	0.0567677934105144	0.00939333263799059	2594	1.03680816106729e-110	6.1297188555133e-109	TRUE	7.726689390811e-110	Use of sun/uv protection (Always) (BIN_FC40002267)	PGS000980	EFO_0010729	sun exposure measurement
BIN_FC40002654	Non-butter spread type: Polyunsaturated/sunflower oil based spread (eg: Flora)	Lifestyle_and_environment	Lifestyle and environment	binomial	1.03945632828076e-05	0.00276385595449585	0.00275801580234851	-5.84015214733988e-06	1	0.599739272112636	1	FALSE	0.689634063817983	Non-butter spread type: Polyunsaturated/sunflower oil based spread (eg: Flora) (BIN_FC40002654)			
BIN_FC4001747	Hair colour (natural, before greying) dark brown	Lifestyle_and_environment	Lifestyle and environment	binomial	0.264482186201582	0.00430117946025407	0.264162384664289	0.259861205204035	5662	0	0	TRUE	0	Hair colour (natural, before greying) dark brown (BIN_FC4001747)	PGS001095	EFO_0007822	hair colour measurement
BIN_FC4006144	Never eat sugar	Lifestyle_and_environment	Lifestyle and environment	binomial	0.00519351011884549	0.0361723792110795	0.0414707718728552	0.0052983926617757	2816	4.43488097695366e-50	1.81719186388428e-48	TRUE	2.29062334288201e-49	Never eat sugar (BIN_FC4006144)	PGS000991	EFO_0010158	sugar consumption measurement
BIN_FC50001468	Cereal type: Other (e.g. Cornflakes, Frosties)	Lifestyle_and_environment	Lifestyle and environment	binomial	0.00268094113857051	0.0207734095185705	0.0232825208168376	0.0025091112982671	1286	1.10754834081612e-22	2.95078941948759e-21	TRUE	3.7195561231271e-22	Cereal type: Other (e.g. Cornflakes, Frosties) (BIN_FC50001468)	PGS001059	EFO_0008111	diet measurement
BIN_FC50002267	Use of sun/uv protection (Do not go out in sunshine)	Lifestyle_and_environment	Lifestyle and environment	binomial	2.56519901099311e-05	0.004413117509458	0.00433902478280914	-7.40927266488604e-05	1	0.74986942229239	1	FALSE	0.815726565178791	Use of sun/uv protection (Do not go out in sunshine) (BIN_FC50002267)			
BIN_FC5001747	Hair colour (natural, before greying) black	Lifestyle_and_environment	Lifestyle and environment	binomial	0.215507304741573	0.0967342669351423	0.304878859778553	0.208144592843411	1649	0	0	TRUE	0	Hair colour (natural, before greying) black (BIN_FC5001747)	PGS001092	EFO_0007822	hair colour measurement
