#trait	trait_name	trait_category	family	h2_obs	h2_obs_se	lambda_GC	mean_chi2	intercept	intercept_se	ratio	ratio_se	WB_case_n	WB_control_n	WB_prev	WB_prev_z	h2_liability
INI25006	Vol. of grey matter	T1_structural_brain_MRI	gaussian	0.3159	0.0345	1.0957	1.153	1.0182	0.0068	0.1189	0.0447	NA	NA	NA	NA	NA
INI25007	Vol. of white matter (normalised for head size)	T1_structural_brain_MRI	gaussian	0.256	0.0293	1.0895	1.1282	1.0224	0.0068	0.1744	0.0528	NA	NA	NA	NA	NA
INI25008	Vol. of white matter	T1_structural_brain_MRI	gaussian	0.348	0.032	1.105	1.1777	1.0175	0.0065	0.0982	0.0365	NA	NA	NA	NA	NA
INI25009	Vol. of brain, grey+white matter (normalised for head size)	T1_structural_brain_MRI	gaussian	0.2397	0.0287	1.0864	1.1152	1.0256	0.0065	0.2226	0.0568	NA	NA	NA	NA	NA
INI25010	Vol. of brain, grey+white matter	T1_structural_brain_MRI	gaussian	0.3429	0.0341	1.1019	1.1755	1.0202	0.0066	0.1148	0.0376	NA	NA	NA	NA	NA
INI25011	Vol. of thalamus (L)	T1_structural_brain_MRI	gaussian	0.2531	0.0339	1.0802	1.1319	1.0223	0.0072	0.1695	0.055	NA	NA	NA	NA	NA
INI25012	Vol. of thalamus (R)	T1_structural_brain_MRI	gaussian	0.2661	0.0334	1.0833	1.1348	1.0204	0.0071	0.1516	0.0526	NA	NA	NA	NA	NA
INI25013	Vol. of caudate (L)	T1_structural_brain_MRI	gaussian	0.315	0.0338	1.0864	1.1264	1.0143	0.0074	0.1128	0.0582	NA	NA	NA	NA	NA
INI25014	Vol. of caudate (R)	T1_structural_brain_MRI	gaussian	0.3423	0.0316	1.0895	1.1277	1.0101	0.0065	0.0791	0.0513	NA	NA	NA	NA	NA
INI25015	Vol. of putamen (L)	T1_structural_brain_MRI	gaussian	0.2541	0.0313	1.0864	1.1069	1.015	0.0067	0.1403	0.0626	NA	NA	NA	NA	NA
INI25016	Vol. of putamen (R)	T1_structural_brain_MRI	gaussian	0.2888	0.0323	1.0926	1.1202	1.0142	0.0071	0.118	0.059	NA	NA	NA	NA	NA
INI25017	Vol. of pallidum (L)	T1_structural_brain_MRI	gaussian	0.235	0.0292	1.0679	1.0959	1.0049	0.0064	0.051	0.0669	NA	NA	NA	NA	NA
INI25018	Vol. of pallidum (R)	T1_structural_brain_MRI	gaussian	0.2582	0.0311	1.071	1.1087	0.9998	0.0068	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25019	Vol. of hippocampus (L)	T1_structural_brain_MRI	gaussian	0.1477	0.0259	1.0496	1.0573	1.0053	0.0068	0.0932	0.1189	NA	NA	NA	NA	NA
INI25023	Vol. of accumbens (L)	T1_structural_brain_MRI	gaussian	0.1546	0.0269	1.0496	1.0762	1.0109	0.0067	0.1425	0.0885	NA	NA	NA	NA	NA
INI25024	Vol. of accumbens (R)	T1_structural_brain_MRI	gaussian	0.167	0.0239	1.0527	1.0709	1.0025	0.0063	0.0354	0.0888	NA	NA	NA	NA	NA
INI25025	Vol. of brain stem + 4th ventricle	T1_structural_brain_MRI	gaussian	0.2862	0.0329	1.0895	1.1414	1.0163	0.0066	0.1152	0.0467	NA	NA	NA	NA	NA
INI25782	Vol. of grey matter in Frontal Pole (L)	T1_structural_brain_MRI	gaussian	0.2368	0.0296	1.0802	1.107	1.0144	0.007	0.1347	0.0658	NA	NA	NA	NA	NA
INI25784	Vol. of grey matter in Insular Cortex (L)	T1_structural_brain_MRI	gaussian	0.3122	0.0312	1.1019	1.1226	1.0178	0.0069	0.1451	0.0566	NA	NA	NA	NA	NA
INI25785	Vol. of grey matter in Insular Cortex (R)	T1_structural_brain_MRI	gaussian	0.2914	0.0307	1.0957	1.1202	1.0203	0.0066	0.1685	0.0546	NA	NA	NA	NA	NA
INI25786	Vol. of grey matter in Superior Frontal Gyrus (L)	T1_structural_brain_MRI	gaussian	0.1908	0.0235	1.0557	1.0673	1.0026	0.0059	0.0391	0.0876	NA	NA	NA	NA	NA
INI25787	Vol. of grey matter in Superior Frontal Gyrus (R)	T1_structural_brain_MRI	gaussian	0.1681	0.025	1.0557	1.0628	1.0051	0.0065	0.0813	0.1038	NA	NA	NA	NA	NA
INI25788	Vol. of grey matter in Middle Frontal Gyrus (L)	T1_structural_brain_MRI	gaussian	0.2297	0.0273	1.0833	1.0988	1.0102	0.0064	0.1033	0.0649	NA	NA	NA	NA	NA
INI25789	Vol. of grey matter in Middle Frontal Gyrus (R)	T1_structural_brain_MRI	gaussian	0.2216	0.0318	1.0802	1.1024	1.011	0.0067	0.1076	0.065	NA	NA	NA	NA	NA
INI25791	Vol. of grey matter in Inferior Frontal Gyrus, pars triangularis (R)	T1_structural_brain_MRI	gaussian	0.1001	0.0215	1.0345	1.0379	1.0011	0.0059	0.0291	0.1552	NA	NA	NA	NA	NA
INI25794	Vol. of grey matter in Precentral Gyrus (L)	T1_structural_brain_MRI	gaussian	0.1869	0.0263	1.071	1.0923	1.0156	0.0062	0.1687	0.0667	NA	NA	NA	NA	NA
INI25795	Vol. of grey matter in Precentral Gyrus (R)	T1_structural_brain_MRI	gaussian	0.2353	0.0244	1.0679	1.0776	0.9965	0.0064	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25796	Vol. of grey matter in Temporal Pole (L)	T1_structural_brain_MRI	gaussian	0.2066	0.0259	1.0741	1.0882	1.0133	0.0069	0.1505	0.0785	NA	NA	NA	NA	NA
INI25797	Vol. of grey matter in Temporal Pole (R)	T1_structural_brain_MRI	gaussian	0.1819	0.0242	1.071	1.0843	1.0194	0.0058	0.2307	0.0684	NA	NA	NA	NA	NA
INI25798	Vol. of grey matter in Superior Temporal Gyrus, anterior division (L)	T1_structural_brain_MRI	gaussian	0.1385	0.0253	1.0527	1.0638	1.0124	0.0058	0.1943	0.0904	NA	NA	NA	NA	NA
INI25800	Vol. of grey matter in Superior Temporal Gyrus, posterior division (L)	T1_structural_brain_MRI	gaussian	0.1623	0.031	1.0557	1.0695	1.0077	0.0071	0.1114	0.1025	NA	NA	NA	NA	NA
INI25805	Vol. of grey matter in Middle Temporal Gyrus, posterior division (R)	T1_structural_brain_MRI	gaussian	0.1763	0.0271	1.0679	1.0792	1.0144	0.0062	0.1819	0.0777	NA	NA	NA	NA	NA
INI25810	Vol. of grey matter in Inferior Temporal Gyrus, posterior division (L)	T1_structural_brain_MRI	gaussian	0.1914	0.0276	1.0679	1.0915	1.0052	0.0072	0.0572	0.0784	NA	NA	NA	NA	NA
INI25825	Vol. of grey matter in Lateral Occipital Cortex, superior division (R)	T1_structural_brain_MRI	gaussian	0.1809	0.0244	1.0466	1.0699	1	0.0063	0.0006	0.0894	NA	NA	NA	NA	NA
INI25827	Vol. of grey matter in Lateral Occipital Cortex, inferior division (R)	T1_structural_brain_MRI	gaussian	0.1568	0.0257	1.0557	1.0681	1.0077	0.0067	0.1134	0.0983	NA	NA	NA	NA	NA
INI25828	Vol. of grey matter in Intracalcarine Cortex (L)	T1_structural_brain_MRI	gaussian	0.3059	0.0254	1.0895	1.126	1.0124	0.006	0.0985	0.0479	NA	NA	NA	NA	NA
INI25829	Vol. of grey matter in Intracalcarine Cortex (R)	T1_structural_brain_MRI	gaussian	0.2946	0.0275	1.0864	1.1379	1.0187	0.0066	0.1358	0.0478	NA	NA	NA	NA	NA
INI25834	Vol. of grey matter in Subcallosal Cortex (L)	T1_structural_brain_MRI	gaussian	0.3026	0.0308	1.0957	1.1276	1.0135	0.0067	0.1062	0.0522	NA	NA	NA	NA	NA
INI25835	Vol. of grey matter in Subcallosal Cortex (R)	T1_structural_brain_MRI	gaussian	0.3025	0.0302	1.0895	1.1213	1.0132	0.0064	0.1089	0.0528	NA	NA	NA	NA	NA
INI25837	Vol. of grey matter in Paracingulate Gyrus (R)	T1_structural_brain_MRI	gaussian	0.2045	0.0307	1.0679	1.0886	1.0048	0.0068	0.0541	0.0764	NA	NA	NA	NA	NA
INI25838	Vol. of grey matter in Cingulate Gyrus, anterior division (L)	T1_structural_brain_MRI	gaussian	0.1969	0.0247	1.0649	1.0793	1.0051	0.0061	0.064	0.077	NA	NA	NA	NA	NA
INI25839	Vol. of grey matter in Cingulate Gyrus, anterior division (R)	T1_structural_brain_MRI	gaussian	0.188	0.0247	1.0588	1.0783	1.0059	0.006	0.0752	0.0771	NA	NA	NA	NA	NA
INI25841	Vol. of grey matter in Cingulate Gyrus, posterior division (R)	T1_structural_brain_MRI	gaussian	0.2383	0.0283	1.0833	1.1094	1.0153	0.0065	0.1397	0.0594	NA	NA	NA	NA	NA
INI25842	Vol. of grey matter in Precuneous Cortex (L)	T1_structural_brain_MRI	gaussian	0.2597	0.0274	1.0772	1.1049	1.0085	0.0059	0.0811	0.0563	NA	NA	NA	NA	NA
INI25845	Vol. of grey matter in Cuneal Cortex (R)	T1_structural_brain_MRI	gaussian	0.1875	0.0252	1.0588	1.0772	1.0086	0.0065	0.1109	0.0841	NA	NA	NA	NA	NA
INI25846	Vol. of grey matter in Frontal Orbital Cortex (L)	T1_structural_brain_MRI	gaussian	0.1988	0.0269	1.071	1.0897	1.0168	0.0065	0.1869	0.0728	NA	NA	NA	NA	NA
INI25847	Vol. of grey matter in Frontal Orbital Cortex (R)	T1_structural_brain_MRI	gaussian	0.1979	0.0259	1.0741	1.0865	1.0161	0.0064	0.1865	0.0735	NA	NA	NA	NA	NA
INI25848	Vol. of grey matter in Parahippocampal Gyrus, anterior division (L)	T1_structural_brain_MRI	gaussian	0.1986	0.025	1.0588	1.0752	1.0057	0.0064	0.0764	0.0852	NA	NA	NA	NA	NA
INI25849	Vol. of grey matter in Parahippocampal Gyrus, anterior division (R)	T1_structural_brain_MRI	gaussian	0.1796	0.0255	1.0618	1.0791	1.0151	0.0066	0.1906	0.0834	NA	NA	NA	NA	NA
INI25850	Vol. of grey matter in Parahippocampal Gyrus, posterior division (L)	T1_structural_brain_MRI	gaussian	0.2056	0.029	1.0588	1.0717	1.0054	0.0066	0.075	0.0926	NA	NA	NA	NA	NA
INI25851	Vol. of grey matter in Parahippocampal Gyrus, posterior division (R)	T1_structural_brain_MRI	gaussian	0.223	0.0268	1.0649	1.0894	1.0076	0.0068	0.0845	0.0762	NA	NA	NA	NA	NA
INI25853	Vol. of grey matter in Lingual Gyrus (R)	T1_structural_brain_MRI	gaussian	0.2525	0.0286	1.0833	1.1217	1.0078	0.0062	0.064	0.0509	NA	NA	NA	NA	NA
INI25854	Vol. of grey matter in Temporal Fusiform Cortex, anterior division (L)	T1_structural_brain_MRI	gaussian	0.2031	0.0302	1.0527	1.0854	0.9979	0.0068	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25856	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (L)	T1_structural_brain_MRI	gaussian	0.2836	0.0293	1.0833	1.1204	1.0011	0.007	0.0094	0.058	NA	NA	NA	NA	NA
INI25857	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (R)	T1_structural_brain_MRI	gaussian	0.2256	0.0276	1.0802	1.1122	1.0127	0.0065	0.1132	0.0579	NA	NA	NA	NA	NA
INI25860	Vol. of grey matter in Occipital Fusiform Gyrus (L)	T1_structural_brain_MRI	gaussian	0.1821	0.0233	1.0557	1.0749	1.0059	0.0057	0.0794	0.0766	NA	NA	NA	NA	NA
INI25862	Vol. of grey matter in Frontal Operculum Cortex (L)	T1_structural_brain_MRI	gaussian	0.1607	0.0254	1.0588	1.0689	1.0087	0.0065	0.1258	0.0942	NA	NA	NA	NA	NA
INI25864	Vol. of grey matter in Central Opercular Cortex (L)	T1_structural_brain_MRI	gaussian	0.2225	0.0281	1.0772	1.1113	1.0115	0.0066	0.1034	0.0595	NA	NA	NA	NA	NA
INI25865	Vol. of grey matter in Central Opercular Cortex (R)	T1_structural_brain_MRI	gaussian	0.2318	0.025	1.071	1.1027	1.0092	0.0061	0.0899	0.0598	NA	NA	NA	NA	NA
INI25867	Vol. of grey matter in Parietal Operculum Cortex (R)	T1_structural_brain_MRI	gaussian	0.2075	0.0287	1.0772	1.1018	1.0137	0.0065	0.1344	0.0642	NA	NA	NA	NA	NA
INI25868	Vol. of grey matter in Planum Polare (L)	T1_structural_brain_MRI	gaussian	0.2069	0.0283	1.0741	1.1081	1.0175	0.0064	0.1623	0.059	NA	NA	NA	NA	NA
INI25869	Vol. of grey matter in Planum Polare (R)	T1_structural_brain_MRI	gaussian	0.2195	0.0274	1.0802	1.1155	1.0156	0.006	0.1349	0.0519	NA	NA	NA	NA	NA
INI25870	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (L)	T1_structural_brain_MRI	gaussian	0.2309	0.026	1.0741	1.1167	1.0129	0.0065	0.1106	0.0559	NA	NA	NA	NA	NA
INI25871	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (R)	T1_structural_brain_MRI	gaussian	0.2589	0.03	1.0741	1.1053	1.0035	0.007	0.0336	0.0665	NA	NA	NA	NA	NA
INI25872	Vol. of grey matter in Planum Temporale (L)	T1_structural_brain_MRI	gaussian	0.1889	0.0251	1.0588	1.0788	1.0096	0.0061	0.1212	0.0775	NA	NA	NA	NA	NA
INI25874	Vol. of grey matter in Supracalcarine Cortex (L)	T1_structural_brain_MRI	gaussian	0.2028	0.0251	1.0679	1.0837	1.0098	0.0063	0.1166	0.0756	NA	NA	NA	NA	NA
INI25875	Vol. of grey matter in Supracalcarine Cortex (R)	T1_structural_brain_MRI	gaussian	0.1766	0.0252	1.0679	1.0889	1.0178	0.0063	0.1998	0.0708	NA	NA	NA	NA	NA
INI25877	Vol. of grey matter in Occipital Pole (R)	T1_structural_brain_MRI	gaussian	0.2158	0.0243	1.0741	1.0884	1.0121	0.0063	0.1369	0.0709	NA	NA	NA	NA	NA
INI25878	Vol. of grey matter in Thalamus (L)	T1_structural_brain_MRI	gaussian	0.278	0.0305	1.0926	1.1205	1.0107	0.007	0.0889	0.0581	NA	NA	NA	NA	NA
INI25879	Vol. of grey matter in Thalamus (R)	T1_structural_brain_MRI	gaussian	0.2796	0.0291	1.0926	1.1114	1.01	0.0073	0.0897	0.0655	NA	NA	NA	NA	NA
INI25882	Vol. of grey matter in Putamen (L)	T1_structural_brain_MRI	gaussian	0.2966	0.0316	1.0833	1.1106	1.0067	0.0062	0.0603	0.0561	NA	NA	NA	NA	NA
INI25883	Vol. of grey matter in Putamen (R)	T1_structural_brain_MRI	gaussian	0.2707	0.0338	1.0833	1.1114	1.0144	0.0063	0.1298	0.0567	NA	NA	NA	NA	NA
INI25886	Vol. of grey matter in Hippocampus (L)	T1_structural_brain_MRI	gaussian	0.3093	0.0288	1.0895	1.1154	1.0035	0.0062	0.0302	0.0537	NA	NA	NA	NA	NA
INI25887	Vol. of grey matter in Hippocampus (R)	T1_structural_brain_MRI	gaussian	0.2759	0.0312	1.0926	1.1251	1.014	0.0064	0.1122	0.051	NA	NA	NA	NA	NA
INI25888	Vol. of grey matter in Amygdala (L)	T1_structural_brain_MRI	gaussian	0.1813	0.025	1.071	1.0816	1.0159	0.0059	0.1946	0.0726	NA	NA	NA	NA	NA
INI25890	Vol. of grey matter in Ventral Striatum (L)	T1_structural_brain_MRI	gaussian	0.2612	0.0342	1.0679	1.1155	1.0107	0.0062	0.0922	0.0538	NA	NA	NA	NA	NA
INI25891	Vol. of grey matter in Ventral Striatum (R)	T1_structural_brain_MRI	gaussian	0.232	0.0344	1.0679	1.1018	1.0158	0.0064	0.1549	0.0624	NA	NA	NA	NA	NA
INI25892	Vol. of grey matter in Brain-Stem	T1_structural_brain_MRI	gaussian	0.2268	0.0282	1.0772	1.0965	1.0101	0.0064	0.105	0.0667	NA	NA	NA	NA	NA
INI25893	Vol. of grey matter in I-IV Cerebellum (L)	T1_structural_brain_MRI	gaussian	0.2238	0.0264	1.071	1.0981	1.0148	0.0061	0.1508	0.0625	NA	NA	NA	NA	NA
INI25894	Vol. of grey matter in I-IV Cerebellum (R)	T1_structural_brain_MRI	gaussian	0.2356	0.028	1.071	1.1008	1.0114	0.0062	0.1133	0.0618	NA	NA	NA	NA	NA
INI25895	Vol. of grey matter in V Cerebellum (L)	T1_structural_brain_MRI	gaussian	0.2579	0.0257	1.0772	1.1013	1.0108	0.0064	0.1063	0.0631	NA	NA	NA	NA	NA
INI25896	Vol. of grey matter in V Cerebellum (R)	T1_structural_brain_MRI	gaussian	0.2568	0.0259	1.0772	1.1056	1.0112	0.0061	0.1064	0.0579	NA	NA	NA	NA	NA
INI25897	Vol. of grey matter in VI Cerebellum (L)	T1_structural_brain_MRI	gaussian	0.2346	0.0259	1.0772	1.114	1.0185	0.0064	0.1622	0.0561	NA	NA	NA	NA	NA
INI25898	Vol. of grey matter in Vermis VI Cerebellum	T1_structural_brain_MRI	gaussian	0.2816	0.0291	1.0802	1.108	1.0015	0.0065	0.0136	0.0604	NA	NA	NA	NA	NA
INI25899	Vol. of grey matter in VI Cerebellum (R)	T1_structural_brain_MRI	gaussian	0.2539	0.0264	1.0772	1.1164	1.0141	0.0063	0.1212	0.0537	NA	NA	NA	NA	NA
INI25902	Vol. of grey matter in Crus I Cerebellum (R)	T1_structural_brain_MRI	gaussian	0.2883	0.0284	1.0926	1.1201	1.0173	0.0061	0.1444	0.0509	NA	NA	NA	NA	NA
INI25903	Vol. of grey matter in Crus II Cerebellum (L)	T1_structural_brain_MRI	gaussian	0.29	0.0305	1.0895	1.1447	1.0158	0.0058	0.1091	0.0401	NA	NA	NA	NA	NA
INI25904	Vol. of grey matter in Vermis Crus II Cerebellum	T1_structural_brain_MRI	gaussian	0.2292	0.0271	1.0741	1.097	1.015	0.0067	0.155	0.0695	NA	NA	NA	NA	NA
INI25905	Vol. of grey matter in Crus II Cerebellum (R)	T1_structural_brain_MRI	gaussian	0.3097	0.033	1.0833	1.1437	1.0115	0.0061	0.0798	0.0426	NA	NA	NA	NA	NA
INI25906	Vol. of grey matter in VIIb Cerebellum (L)	T1_structural_brain_MRI	gaussian	0.2705	0.0265	1.0802	1.1276	1.0098	0.0058	0.0765	0.0458	NA	NA	NA	NA	NA
INI25907	Vol. of grey matter in Vermis VIIb Cerebellum	T1_structural_brain_MRI	gaussian	0.2394	0.0277	1.0772	1.1058	1.0104	0.0064	0.0979	0.0608	NA	NA	NA	NA	NA
INI25908	Vol. of grey matter in VIIb Cerebellum (R)	T1_structural_brain_MRI	gaussian	0.2636	0.0287	1.0864	1.1323	1.0167	0.0062	0.1264	0.0472	NA	NA	NA	NA	NA
INI25909	Vol. of grey matter in VIIIa Cerebellum (L)	T1_structural_brain_MRI	gaussian	0.214	0.0252	1.0679	1.1082	1.0135	0.006	0.1251	0.0559	NA	NA	NA	NA	NA
INI25910	Vol. of grey matter in Vermis VIIIa Cerebellum	T1_structural_brain_MRI	gaussian	0.2565	0.0275	1.0802	1.1048	1.0101	0.006	0.0964	0.0571	NA	NA	NA	NA	NA
INI25911	Vol. of grey matter in VIIIa Cerebellum (R)	T1_structural_brain_MRI	gaussian	0.2047	0.0263	1.0772	1.1153	1.0184	0.0061	0.1598	0.0532	NA	NA	NA	NA	NA
INI25912	Vol. of grey matter in VIIIb Cerebellum (L)	T1_structural_brain_MRI	gaussian	0.2236	0.0244	1.0741	1.1041	1.0123	0.0061	0.1178	0.0588	NA	NA	NA	NA	NA
INI25913	Vol. of grey matter in Vermis VIIIb Cerebellum	T1_structural_brain_MRI	gaussian	0.2745	0.0273	1.0833	1.1076	1.0074	0.0059	0.0691	0.0544	NA	NA	NA	NA	NA
INI25914	Vol. of grey matter in VIIIb Cerebellum (R)	T1_structural_brain_MRI	gaussian	0.2198	0.026	1.0679	1.1079	1.0102	0.006	0.0944	0.0558	NA	NA	NA	NA	NA
INI25915	Vol. of grey matter in IX Cerebellum (L)	T1_structural_brain_MRI	gaussian	0.2332	0.0278	1.0802	1.1082	1.0214	0.0066	0.198	0.0612	NA	NA	NA	NA	NA
INI25916	Vol. of grey matter in Vermis IX Cerebellum	T1_structural_brain_MRI	gaussian	0.2344	0.0318	1.071	1.0953	1.0115	0.0066	0.1204	0.0691	NA	NA	NA	NA	NA
INI25917	Vol. of grey matter in IX Cerebellum (R)	T1_structural_brain_MRI	gaussian	0.2311	0.028	1.0833	1.1123	1.0241	0.0067	0.2147	0.0594	NA	NA	NA	NA	NA
INI25919	Vol. of grey matter in Vermis X Cerebellum	T1_structural_brain_MRI	gaussian	0.2256	0.0287	1.0649	1.0855	1.005	0.0065	0.0586	0.0756	NA	NA	NA	NA	NA
INI25920	Vol. of grey matter in X Cerebellum (R)	T1_structural_brain_MRI	gaussian	0.2593	0.031	1.0741	1.1057	1.0005	0.0076	0.0045	0.0717	NA	NA	NA	NA	NA
INI25781	Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images)	T2-weighted_brain_MRI	gaussian	0.2708	0.0284	1.0772	1.1049	1.0016	0.0064	0.0155	0.0607	NA	NA	NA	NA	NA
INI22146	Age hayfever or allergic rhinitis diagnosed by doctor	Work_environment	gaussian	0.1539	0.0406	1.0315	1.0432	1.0017	0.0059	0.0398	0.1357	NA	NA	NA	NA	NA
