trait_category	trait	trait_name	PGScatalog_ID	EFO_ID	EFO_label
T1_structural_brain_MRI	INI25846	Vol. of grey matter in Frontal Orbital Cortex (L)	PGS001558	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25847	Vol. of grey matter in Frontal Orbital Cortex (R)	PGS001559	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25848	Vol. of grey matter in Parahippocampal Gyrus, anterior division (L)	PGS001583	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25849	Vol. of grey matter in Parahippocampal Gyrus, anterior division (R)	PGS001584	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25850	Vol. of grey matter in Parahippocampal Gyrus, posterior division (L)	PGS001585	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25851	Vol. of grey matter in Parahippocampal Gyrus, posterior division (R)	PGS001586	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25853	Vol. of grey matter in Lingual Gyrus (R)	PGS001576	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25854	Vol. of grey matter in Temporal Fusiform Cortex, anterior division (L)	PGS001603	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25856	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (L)	PGS001604	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25857	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (R)	PGS001605	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25859	Vol. of grey matter in Temporal Occipital Fusiform Cortex (R)			
T1_structural_brain_MRI	INI25860	Vol. of grey matter in Occipital Fusiform Gyrus (L)	PGS001580	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25861	Vol. of grey matter in Occipital Fusiform Gyrus (R)			
T1_structural_brain_MRI	INI25862	Vol. of grey matter in Frontal Operculum Cortex (L)	PGS001557	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25864	Vol. of grey matter in Central Opercular Cortex (L)	PGS001548	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25865	Vol. of grey matter in Central Opercular Cortex (R)	PGS001549	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25866	Vol. of grey matter in Parietal Operculum Cortex (L)			
T1_structural_brain_MRI	INI25867	Vol. of grey matter in Parietal Operculum Cortex (R)	PGS001143	EFO_0005420	grey matter volume measurement
T1_structural_brain_MRI	INI25868	Vol. of grey matter in Planum Polare (L)	PGS001587	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25869	Vol. of grey matter in Planum Polare (R)	PGS001588	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25870	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (L)	PGS001561	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25871	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (R)	PGS001562	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25872	Vol. of grey matter in Planum Temporale (L)	PGS001589	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25873	Vol. of grey matter in Planum Temporale (R)			
T1_structural_brain_MRI	INI25874	Vol. of grey matter in Supracalcarine Cortex (L)	PGS001601	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25875	Vol. of grey matter in Supracalcarine Cortex (R)	PGS001602	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25877	Vol. of grey matter in Occipital Pole (R)	PGS001581	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25878	Vol. of grey matter in Thalamus (L)	PGS001608	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25879	Vol. of grey matter in Thalamus (R)	PGS001609	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25880	Vol. of grey matter in Caudate (L)			
T1_structural_brain_MRI	INI25881	Vol. of grey matter in Caudate (R)			
T1_structural_brain_MRI	INI25882	Vol. of grey matter in Putamen (L)	PGS001593	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25883	Vol. of grey matter in Putamen (R)	PGS001594	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25886	Vol. of grey matter in Hippocampus (L)	PGS001563	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25887	Vol. of grey matter in Hippocampus (R)	PGS001564	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25888	Vol. of grey matter in Amygdala (L)	PGS001546	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25890	Vol. of grey matter in Ventral Striatum (L)	PGS001612	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25891	Vol. of grey matter in Ventral Striatum (R)	PGS001613	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25892	Vol. of grey matter in Brain-Stem	PGS001547	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25893	Vol. of grey matter in I-IV Cerebellum (L)	PGS001565	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25894	Vol. of grey matter in I-IV Cerebellum (R)	PGS001566	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25895	Vol. of grey matter in V Cerebellum (L)	PGS001610	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25896	Vol. of grey matter in V Cerebellum (R)	PGS001611	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25897	Vol. of grey matter in VI Cerebellum (L)	PGS001621	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25898	Vol. of grey matter in Vermis VI Cerebellum	PGS001616	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25899	Vol. of grey matter in VI Cerebellum (R)	PGS001622	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25902	Vol. of grey matter in Crus I Cerebellum (R)	PGS001553	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25903	Vol. of grey matter in Crus II Cerebellum (L)	PGS001554	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25904	Vol. of grey matter in Vermis Crus II Cerebellum	PGS001614	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25905	Vol. of grey matter in Crus II Cerebellum (R)	PGS001555	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25906	Vol. of grey matter in VIIb Cerebellum (L)	PGS001623	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25907	Vol. of grey matter in Vermis VIIb Cerebellum	PGS001617	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25908	Vol. of grey matter in VIIb Cerebellum (R)	PGS001624	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25909	Vol. of grey matter in VIIIa Cerebellum (L)	PGS001625	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25910	Vol. of grey matter in Vermis VIIIa Cerebellum	PGS001618	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25911	Vol. of grey matter in VIIIa Cerebellum (R)	PGS001626	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25912	Vol. of grey matter in VIIIb Cerebellum (L)	PGS001627	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25913	Vol. of grey matter in Vermis VIIIb Cerebellum	PGS001619	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25914	Vol. of grey matter in VIIIb Cerebellum (R)	PGS001628	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25915	Vol. of grey matter in IX Cerebellum (L)	PGS001572	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25916	Vol. of grey matter in Vermis IX Cerebellum	PGS001615	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25917	Vol. of grey matter in IX Cerebellum (R)	PGS001573	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25919	Vol. of grey matter in Vermis X Cerebellum	PGS001620	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25920	Vol. of grey matter in X Cerebellum (R)	PGS001629	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T2-weighted_brain_MRI	INI25781	Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images)	PGS001534	EFO_0005665|EFO_0004346	white matter hyperintensity measurement|neuroimaging measurement
Task_functional_brain_MRI	INI25040	Median BOLD effect (in group-defined mask) for shapes activation			
Task_functional_brain_MRI	INI25042	Median z-stat. (in group-defined mask) for shapes activation			
Task_functional_brain_MRI	INI25046	Median z-stat. (in group-defined mask) for faces activation			
Task_functional_brain_MRI	INI25048	Median BOLD effect (in group-defined mask) for faces-shapes contrast			
Task_functional_brain_MRI	INI25050	Median z-stat. (in group-defined mask) for faces-shapes contrast			
Task_functional_brain_MRI	INI25054	Median z-stat. (in group-defined amygdala activation mask) for faces-shapes contrast			
Task_functional_brain_MRI	INI25742	Mean tfMRI head motion, ave.d across space and time points			
Task_functional_brain_MRI	INI25761	90%ile of BOLD effect (in group-defined mask) for shapes activation			
Task_functional_brain_MRI	INI25763	90%ile of BOLD effect (in group-defined mask) for faces activation			
Task_functional_brain_MRI	INI25765	90%ile of BOLD effect (in group-defined mask) for faces-shapes contrast			
Task_functional_brain_MRI	INI25766	90%ile of z-stat. (in group-defined mask) for faces-shapes contrast			
Task_functional_brain_MRI	INI25767	90%ile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast			
Work_environment	INI22146	Age hayfever or allergic rhinitis diagnosed by doctor	PGS001372	EFO_0003785	allergy
Work_environment	INI22147	Age asthma diagnosed by doctor			
Work_environment	INI22503	Years of cough on most days			
